Year,Category,Winner,Key,Subkey
72,"WRITING (Screenplay Written Directly for the Screen)",False,"The Sixth Sense","– M. Night Shyamalan"
72,"WRITING (Screenplay Written Directly for the Screen)",False,"Topsy-Turvy","– Mike Leigh"
72,"MUSIC (Original Song)",False,"South Park: Bigger, Longer &amp; Uncut","“Blame Canada” –,– Music, Lyric by Trey Parker, Marc Shaiman"
72,"MUSIC (Original Song)",False,"Music of the Heart","“Music Of My Heart” –,– Music, Lyric by Diane Warren"
72,"MUSIC (Original Song)",False,"Magnolia","“Save Me” –,– Music, Lyric by Aimee Mann"
72,"MUSIC (Original Song)",False,"Toy Story 2","“When She Loved Me” –,– Music, Lyric by Randy Newman"
72,"MUSIC (Original Song)",True,"Tarzan","“You’ll Be In My Heart” –,– Music, Lyric by Phil Collins"
72,"MUSIC (Original Score)",False,"American Beauty","– Thomas Newman"
72,"MUSIC (Original Score)",False,"Angela’s Ashes","– John Williams"
72,"MUSIC (Original Score)",False,"The Cider House Rules","– Rachel Portman"
72,"MUSIC (Original Score)",True,"The Red Violin","– John Corigliano"
72,"MUSIC (Original Score)",False,"The Talented Mr. Ripley","– Gabriel Yared"
72,"FILM EDITING",False,"American Beauty","– Tariq Anwar, Christopher Greenbury"
72,"FILM EDITING",False,"The Cider House Rules","– Lisa Zeno Churgin"
72,"FILM EDITING",False,"The Insider","– William Goldenberg, Paul Rubell, David Rosenbloom"
72,"FILM EDITING",True,"The Matrix","– Zach Staenberg"
72,"FILM EDITING",False,"The Sixth Sense","– Andrew Mondshein"
72,"CINEMATOGRAPHY",True,"American Beauty","– Conrad L. Hall"
72,"CINEMATOGRAPHY",False,"The End of the Affair","– Roger Pratt"
72,"CINEMATOGRAPHY",False,"The Insider","– Dante Spinotti"
72,"CINEMATOGRAPHY",False,"Sleepy Hollow","– Emmanuel Lubezki"
72,"CINEMATOGRAPHY",False,"Snow Falling on Cedars","– Robert Richardson"
72,"ART DIRECTION",False,"Anna and the King","– Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker"
72,"ART DIRECTION",False,"The Cider House Rules","– Art Direction: David Gropman; Set Decoration: Beth Rubino"
72,"ART DIRECTION",True,"Sleepy Hollow","– Art Direction: Rick Heinrichs; Set Decoration: Peter Young"
72,"ART DIRECTION",False,"The Talented Mr. Ripley","– Art Direction: Roy Walker; Set Decoration: Bruno Cesari"
72,"ART DIRECTION",False,"Topsy-Turvy","– Art Direction: Eve Stewart; Set Decoration: Eve Stewart, John Bush"
72,"COSTUME DESIGN",False,"Anna and the King","– Jenny Beavan"
72,"COSTUME DESIGN",False,"Sleepy Hollow","– Colleen Atwood"
72,"COSTUME DESIGN",False,"The Talented Mr. Ripley","– Ann Roth, Gary Jones"
72,"COSTUME DESIGN",False,"Titus","– Milena Canonero"
72,"COSTUME DESIGN",True,"Topsy-Turvy","– Lindy Hemming"
72,"MAKEUP",False,"Austin Powers: The Spy Who Shagged Me","– Michèle Burke, Mike Smithson"
72,"MAKEUP",False,"Bicentennial Man","– Greg Cannom"
72,"MAKEUP",False,"Life","– Rick Baker"
72,"MAKEUP",True,"Topsy-Turvy","– Christine Blundell, Trefor Proud"
72,"SOUND",False,"The Green Mile","– Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton"
72,"SOUND",False,"The Insider","– Andy Nelson, Doug Hemphill, Lee Orloff"
72,"SOUND",True,"The Matrix","– John Reitz, Gregg Rudloff, David Campbell, David Lee"
72,"SOUND",False,"The Mummy","– Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro"
72,"SOUND",False,"Star Wars Episode I: The Phantom Menace","– Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley"
72,"SOUND EFFECTS EDITING",False,"Fight Club","– Ren Klyce, Richard Hymns"
72,"SOUND EFFECTS EDITING",True,"The Matrix","– Dane A. Davis"
72,"SOUND EFFECTS EDITING",False,"Star Wars Episode I: The Phantom Menace","– Ben Burtt, Tom Bellfort"
72,"VISUAL EFFECTS",True,"The Matrix","– John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum"
72,"VISUAL EFFECTS",False,"Star Wars Episode I: The Phantom Menace","– John Knoll, Dennis Muren, Scott Squires, Rob Coleman"
72,"VISUAL EFFECTS",False,"Stuart Little","– John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard"
72,"FOREIGN LANGUAGE FILM",True,"All about My Mother","– Spain"
72,"FOREIGN LANGUAGE FILM",False,"Caravan","– Nepal"
72,"FOREIGN LANGUAGE FILM",False,"East-West","– France"
72,"FOREIGN LANGUAGE FILM",False,"Solomon and Gaenor","– United Kingdom"
72,"FOREIGN LANGUAGE FILM",False,"Under the Sun","– Sweden"
72,"DOCUMENTARY (Feature)",False,"Buena Vista Social Club","– Wim Wenders, Ulrich Felsberg"
72,"DOCUMENTARY (Feature)",False,"Genghis Blues","– Roko Belic, Adrian Belic"
72,"DOCUMENTARY (Feature)",False,"On the Ropes","– Nanette Burstein, Brett Morgen"
72,"DOCUMENTARY (Feature)",True,"One Day in September","– Arthur Cohn, Kevin Macdonald"
72,"DOCUMENTARY (Feature)",False,"Speaking in Strings","– Paola di Florio, Lilibet Foster"
72,"DOCUMENTARY (Short Subject)",False,"Eyewitness","– Bert Van Bork"
72,"DOCUMENTARY (Short Subject)",True,"King Gimp","– Susan Hannah Hadary, William A. Whiteford"
72,"DOCUMENTARY (Short Subject)",False,"The Wildest Show in the South: The Angola Prison Rodeo","– Simeon Soffer, Jonathan Stack"
72,"SHORT FILM (Animated)",False,"Humdrum","– Peter Peake"
72,"SHORT FILM (Animated)",False,"My Grandmother Ironed the King’s Shirts","– Torill Kove"
72,"SHORT FILM (Animated)",True,"The Old Man and the Sea","– Alexander Petrov"
72,"SHORT FILM (Animated)",False,"3 Misses","– Paul Driessen"
72,"SHORT FILM (Animated)",False,"When the Day Breaks","– Wendy Tilby, Amanda Forbis"
72,"SHORT FILM (Live Action)",False,"Bror, Min Bror (Teis and Nico)","– Henrik Ruben Genz, Michael W. Horsten"
72,"SHORT FILM (Live Action)",False,"Killing Joe","– Mehdi Norowzian, Steve Wax"
72,"SHORT FILM (Live Action)",False,"Kleingeld (Small Change)","– Marc-Andreas Bochert, Gabriele Lins"
72,"SHORT FILM (Live Action)",False,"Major and Minor Miracles","– Marcus Olsson"
72,"SHORT FILM (Live Action)",True,"My Mother Dreams the Satan’s Disciples in New York","– Barbara Schock, Tammy Tiehel"
72,"HONORARY AWARD",True,"","To <span class="Winner">Andrzej Wajda</span> in recognition of five decades of extraordinary film direction."
72,"JOHN A. BONNER MEDAL OF COMMENDATION",False,"Edmund M. Di Giulio","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
72,"JOHN A. BONNER MEDAL OF COMMENDATION",False,"Takuo Miyagishima","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
72,"AWARD OF COMMENDATION",False,"FPC, Incorporated","under the leadership of Barry M. Stultz and Milton Jan Friedman, for the development and implementation of an environmentally responsible program to recycle or destroy discarded motion picture prints."
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,"","To <span class="Winner">NICK PHILLIPS</span> for the design and development of the three-axis Libra III remote control camera head. The Libra III head can accept a range of film cameras and their lenses and allows the operator to add stabilization to each axis for medium focal length lenses. Motion capture and playback are also selectable features. <strong>[Stage Operations]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">FRITZ GABRIEL BAUER</span> for the concept, design and engineering of the Moviecam Superlight 35mm Motion Picture Camera. The quiet Moviecam Superlight is an extremely small and light 35mm professional motion picture sound camera which allows the cinematographer to film in ways and situations that were never before possible. <strong>[Camera]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">IAIN NEIL</span> for the optical design, <span class="Winner">RICK GELBARD</span> for the mechanical design, and <span class="Winner">PANAVISION, INC.</span> for the development of the Millennium Camera System viewfinder. This unique and versatile viewfinder with two independent viewing positions provides a very high-resolution video assist image, greatly enhancing its application for on-set compositing or non-linear editing. <strong>[Camera]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">HUW GWILYM, KARL LYNCH and MARK V. CRABTREE</span> for the design and development of the AMS Neve Logic Digital Film Console for motion picture sound mixing. This console allows the user multi-position mixing capabilities, stem routing predub inputs and other filmcentric attributes. This is the first fully digital audio mixing console specifically designed for post-production film mixing. <strong>[Sound]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">JAMES MOULTRIE</span> for the mechanical design, and to <span class="Winner">MIKE SALTER and MARK CRAIG GERCHMAN</span> for the optical design of the Cooke S4 Range of Fixed Focal Length Lenses for 35mm motion picture photography. These state-of-the-art fixed focal length 35mm lenses are the result of intense efforts to meet industry requirements in several areas. Providing superior performance in several cinematographic aspects, these lenses include a unique linear focus system. <strong>[Lenses and Filters]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">MARLOWE A. PICHEL</span> for development of the process for manufacturing Electro-formed Metal Reflectors which, when combined with the DC Short Arc Xenon Lamp, became the worldwide standard for motion picture projection systems. The impact of the Electro-formed Metal Reflector over the decades has completely changed the presentation side of the motion picture industry allowing the replacement of the carbon arc light source and the implementation of automated projection systems. <strong>[Projection]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">L. RON SCHMIDT</span> for the concept, design and engineering of the Linear Loop Film Projectors. These radically new motion picture film projectors provide superior print handling, image steadiness, screen illumination and enhanced viewer experience by means of an extremely simple air-driven mechanical transport system. <strong>[Projection]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">NAT TIFFEN</span> of Tiffen Manufacturing Corporation for the production of high-quality, durable, laminated color filters for motion picture photography. Materials of uniform color characteristics are implanted between layers of optical glass and bonded together under extremes of heat and pressure. The outer surfaces are ground and polished to specified close tolerances, free of distortion and resistant to changes in temperature or humidity, then bound with a protective metal ring. <strong>[Lenses and Filters]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",True,"","To <span class="Winner">VIVIENNE DYER and CHRIS WOOLF</span> for the design and development of the Rycote Microphone Windshield Modular System. Designed to eliminate physical acoustical rumble and to mask a microphone’s high sensitivity to wind and other unwanted noises, the lightweight and rugged Rycote Microphone Windshields accomplish these tasks without altering or impairing the original frequency response of the microphone. <strong>[Sound]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">LESLIE DREVER</span> for the design and development of the Light Wave microphone windscreens and isolation mounts from Light Wave Systems. Designed to eliminate physical acoustical rumble and to cover a microphone’s high sensitivity to wind and other unwanted noises, the Light Wave Systems line of shock mounts and windscreens accomplish these tasks without altering or impairing the original frequency response of the microphone. <strong>[Sound]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">RICHARD C. SEHLIN</span> for the concept, and <span class="Winner">DR. MITCHELL J. BOGDANOWICZ and MARY L. SCHMOEGER</span> of the Eastman Kodak Company for the design and development of the Eastman Lamphouse Modification Filters. The ELM Filters enable a laboratory to achieve additive printer contrast and color reproduction using a subtractive lamphouse. <strong>[Lenses and Filters]</strong>"
72,"SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">HOYT H. YEATMAN, JR.</span> of Dream Quest Images and <span class="Winner">JOHN C. BREWER</span> of the Eastman Kodak Company for the identification and diagnosis leading to the elimination of the ‘red fringe’ artifact in traveling matte composite photography. The elimination of the ‘red fringe’ artifact in traveling matte composite photography obviates expensive additional computerized image processing thus reducing the time involved in producing a seamless and convincing composite shot. <strong>[Laboratory]</strong>"
71,"BEST PICTURE",False,"Elizabeth","– Alison Owen, Eric Fellner, Tim Bevan"
71,"BEST PICTURE",False,"Life Is Beautiful","– Elda Ferri, Gianluigi Braschi"
71,"BEST PICTURE",False,"Saving Private Ryan","– Steven Spielberg, Ian Bryce, Mark Gordon, Gary Levinsohn"
71,"BEST PICTURE",True,"Shakespeare in Love","– David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, Marc Norman"
71,"BEST PICTURE",False,"The Thin Red Line","– Robert Michael Geisler, John Roberdeau, Grant Hill"
71,"DIRECTING",False,"Life Is Beautiful","– Roberto Benigni"
71,"DIRECTING",True,"Saving Private Ryan","– Steven Spielberg"
71,"DIRECTING",False,"Shakespeare in Love","– John Madden"
71,"DIRECTING",False,"The Thin Red Line","– Terrence Malick"
71,"DIRECTING",False,"The Truman Show","– Peter Weir"
71,"ACTOR IN A LEADING ROLE",True,"Life Is Beautiful","Roberto Benigni –"
71,"ACTOR IN A LEADING ROLE",False,"Saving Private Ryan","Tom Hanks –"
71,"ACTOR IN A LEADING ROLE",False,"Gods and Monsters","Ian McKellen –"
71,"ACTOR IN A LEADING ROLE",False,"Affliction","Nick Nolte –"
71,"ACTOR IN A LEADING ROLE",False,"American History X","Edward Norton –"
71,"ACTRESS IN A LEADING ROLE",False,"Elizabeth","Cate Blanchett –"
71,"ACTRESS IN A LEADING ROLE",False,"Central Station","Fernanda Montenegro –"
71,"ACTRESS IN A LEADING ROLE",True,"Shakespeare in Love","Gwyneth Paltrow –"
71,"ACTRESS IN A LEADING ROLE",False,"One True Thing","Meryl Streep –"
71,"ACTRESS IN A LEADING ROLE",False,"Hilary and Jackie","Emily Watson –"
71,"ACTOR IN A SUPPORTING ROLE",True,"Affliction","James Coburn –"
71,"ACTOR IN A SUPPORTING ROLE",False,"A Civil Action","Robert Duvall –"
71,"ACTOR IN A SUPPORTING ROLE",False,"The Truman Show","Ed Harris –"
71,"ACTOR IN A SUPPORTING ROLE",False,"Shakespeare in Love","Geoffrey Rush –"
71,"ACTOR IN A SUPPORTING ROLE",False,"A Simple Plan","Billy Bob Thornton –"
71,"ACTRESS IN A SUPPORTING ROLE",False,"Primary Colors","Kathy Bates –"
71,"ACTRESS IN A SUPPORTING ROLE",False,"Little Voice","Brenda Blethyn –"
71,"ACTRESS IN A SUPPORTING ROLE",True,"Shakespeare in Love","Judi Dench –"
71,"ACTRESS IN A SUPPORTING ROLE",False,"Hilary and Jackie","Rachel Griffiths –"
71,"ACTRESS IN A SUPPORTING ROLE",False,"Gods and Monsters","Lynn Redgrave –"
71,"WRITING (Screenplay Based on Material Previously Produced or Published)",True,"Gods and Monsters","– Bill Condon"
71,"WRITING (Screenplay Based on Material Previously Produced or Published)",False,"Out of Sight","– Scott Frank"
71,"WRITING (Screenplay Based on Material Previously Produced or Published)",False,"Primary Colors","– Elaine May"
71,"WRITING (Screenplay Based on Material Previously Produced or Published)",False,"A Simple Plan","– Scott B. Smith"
71,"WRITING (Screenplay Based on Material Previously Produced or Published)",False,"The Thin Red Line","– Terrence Malick"
71,"WRITING (Screenplay Written Directly for the Screen)",False,"Bulworth","– Warren Beatty, Jeremy Pikser"
71,"WRITING (Screenplay Written Directly for the Screen)",False,"Life Is Beautiful","– Vincenzo Cerami, Roberto Benigni"
71,"WRITING (Screenplay Written Directly for the Screen)",False,"Saving Private Ryan","– Robert Rodat"
71,"WRITING (Screenplay Written Directly for the Screen)",True,"Shakespeare in Love","– Marc Norman, Tom Stoppard"
71,"WRITING (Screenplay Written Directly for the Screen)",False,"The Truman Show","– Andrew Niccol"
71,"MUSIC (Original Song)",False,"Armageddon","“I Don’t Want To Miss A Thing” –,– Music, Lyric by Diane Warren"
71,"MUSIC (Original Song)",False,"Quest for Camelot","“The Prayer” –,– Music by Carole Bayer Sager, David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis, Alberto Testa"
71,"MUSIC (Original Song)",False,"The Horse Whisperer","“A Soft Place To Fall” –,– Music, Lyric by Allison Moorer, Gwil Owen"
71,"MUSIC (Original Song)",False,"Babe: Pig in the City","“That’ll Do” –,– Music, Lyric by Randy Newman"
71,"MUSIC (Original Song)",True,"The Prince of Egypt","“When You Believe” –,– Music, Lyric by Stephen Schwartz"
71,"MUSIC (Original Dramatic Score)",False,"Elizabeth","– David Hirschfelder"
71,"MUSIC (Original Dramatic Score)",True,"Life Is Beautiful","– Nicola Piovani"
71,"MUSIC (Original Dramatic Score)",False,"Pleasantville","– Randy Newman"
71,"MUSIC (Original Dramatic Score)",False,"Saving Private Ryan","– John Williams"
71,"MUSIC (Original Dramatic Score)",False,"The Thin Red Line","– Hans Zimmer"
71,"MUSIC (Original Musical or Comedy Score)",False,"A Bug’s Life","– Randy Newman"
71,"MUSIC (Original Musical or Comedy Score)",False,"Mulan","– Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith"
71,"MUSIC (Original Musical or Comedy Score)",False,"Patch Adams","– Marc Shaiman"
71,"MUSIC (Original Musical or Comedy Score)",False,"The Prince of Egypt","– Music, Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer"
71,"MUSIC (Original Musical or Comedy Score)",True,"Shakespeare in Love","– Stephen Warbeck"
71,"FILM EDITING",False,"Life Is Beautiful","– Simona Paggi"
71,"FILM EDITING",False,"Out of Sight","– Anne V. Coates"
71,"FILM EDITING",True,"Saving Private Ryan","– Michael Kahn"
71,"FILM EDITING",False,"Shakespeare in Love","– David Gamble"
71,"FILM EDITING",False,"The Thin Red Line","– Billy Weber, Leslie Jones, Saar Klein"
71,"CINEMATOGRAPHY",False,"A Civil Action","– Conrad L. Hall"
71,"CINEMATOGRAPHY",False,"Elizabeth","– Remi Adefarasin"
71,"CINEMATOGRAPHY",True,"Saving Private Ryan","– Janusz Kaminski"
71,"CINEMATOGRAPHY",False,"Shakespeare in Love","– Richard Greatrex"
71,"CINEMATOGRAPHY",False,"The Thin Red Line","– John Toll"
71,"ART DIRECTION",False,"Elizabeth","– Art Direction: John Myhre; Set Decoration: Peter Howitt"
71,"ART DIRECTION",False,"Pleasantville","– Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart"
71,"ART DIRECTION",False,"Saving Private Ryan","– Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh"
71,"ART DIRECTION",True,"Shakespeare in Love","– Art Direction: Martin Childs; Set Decoration: Jill Quertier"
71,"ART DIRECTION",False,"What Dreams May Come","– Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr"
71,"COSTUME DESIGN",False,"Beloved","– Colleen Atwood"
71,"COSTUME DESIGN",False,"Elizabeth","– Alexandra Byrne"
71,"COSTUME DESIGN",False,"Pleasantville","– Judianna Makovsky"
71,"COSTUME DESIGN",True,"Shakespeare in Love","– Sandy Powell"
71,"COSTUME DESIGN",False,"Velvet Goldmine","– Sandy Powell"
71,"MAKEUP",True,"Elizabeth","– Jenny Shircore"
71,"MAKEUP",False,"Saving Private Ryan","– Lois Burwell, Conor O’Sullivan, Daniel C. Striepeke"
71,"MAKEUP",False,"Shakespeare in Love","– Lisa Westcott, Veronica Brebner"
71,"SOUND",False,"Armageddon","– Kevin O’Connell, Greg P. Russell, Keith A. Wester"
71,"SOUND",False,"The Mask of Zorro","– Kevin O’Connell, Greg P. Russell, Pud Cusack"
71,"SOUND",True,"Saving Private Ryan","– Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins"
71,"SOUND",False,"Shakespeare in Love","– Robin O’Donoghue, Dominic Lester, Peter Glossop"
71,"SOUND",False,"The Thin Red Line","– Andy Nelson, Anna Behlmer, Paul Brincat"
71,"SOUND EFFECTS EDITING",False,"Armageddon","– George Watters II"
71,"SOUND EFFECTS EDITING",False,"The Mask of Zorro","– David McMoyler"
71,"SOUND EFFECTS EDITING",True,"Saving Private Ryan","– Gary Rydstrom, Richard Hymns"
71,"VISUAL EFFECTS",False,"Armageddon","– Richard R. Hoover, Pat McClung, John Frazier"
71,"VISUAL EFFECTS",False,"Mighty Joe Young","– Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell"
71,"VISUAL EFFECTS",True,"What Dreams May Come","– Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack"
71,"FOREIGN LANGUAGE FILM",False,"Central Station","– Brazil"
71,"FOREIGN LANGUAGE FILM",False,"Children of Heaven","– Iran"
71,"FOREIGN LANGUAGE FILM",False,"The Grandfather","– Spain"
71,"FOREIGN LANGUAGE FILM",True,"Life Is Beautiful","– Italy"
71,"FOREIGN LANGUAGE FILM",False,"Tango","– Argentina"
71,"DOCUMENTARY (Feature)",False,"Dancemaker","– Matthew Diamond, Jerry Kupfer"
71,"DOCUMENTARY (Feature)",False,"The Farm: Angola, U.S.A.","– Jonathan Stack, Liz Garbus"
71,"DOCUMENTARY (Feature)",True,"The Last Days","– James Moll, Ken Lipper"
71,"DOCUMENTARY (Feature)",False,"Lenny Bruce: Swear to Tell the Truth","– Robert B. Weide"
71,"DOCUMENTARY (Feature)",False,"Regret to Inform","– Barbara Sonneborn, Janet Cole"
71,"DOCUMENTARY (Short Subject)",True,"The Personals: Improvisations on Romance in the Golden Years","– Keiko Ibi"
71,"DOCUMENTARY (Short Subject)",False,"A Place in the Land","– Charles Guggenheim"
71,"DOCUMENTARY (Short Subject)",False,"Sunrise over Tiananmen Square","– Shui-Bo Wang, Donald McWilliams"
71,"SHORT FILM (Animated)",True,"Bunny","– Chris Wedge"
71,"SHORT FILM (Animated)",False,"The Canterbury Tales","– Christopher Grace, Jonathan Myerson"
71,"SHORT FILM (Animated)",False,"Jolly Roger","– Mark Baker"
71,"SHORT FILM (Animated)",False,"More","– Mark Osborne, Steve Kalafer"
71,"SHORT FILM (Animated)",False,"When Life Departs","– Karsten Kiilerich, Stefan Fjeldmark"
71,"SHORT FILM (Live Action)",False,"Culture","– Will Speck, Josh Gordon"
71,"SHORT FILM (Live Action)",True,"Election Night (Valgaften)","– Kim Magnusson, Anders Thomas Jensen"
71,"SHORT FILM (Live Action)",False,"Holiday Romance","– Alexander Jovy, JJ Keith"
71,"SHORT FILM (Live Action)",False,"La Carte Postale (The Postcard)","– Vivian Goffette"
71,"SHORT FILM (Live Action)",False,"Victor","– Simon Sandquist, Joel Bergvall"
71,"HONORARY AWARD",True,"","To <span class="Winner">Elia Kazan</span> in recognition of his indelible contributions to the art of motion picture direction."
71,"JOHN A. BONNER MEDAL OF COMMENDATION",False,"David W. Gray","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
71,"SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit)",True,"","To <span class="Winner">AVID TECHNOLOGY, INC.</span> for the concept, system design and engineering of the Avid Film Composer for motion picture editing. The Avid Film Composer is a digital, non-linear, 24 frame-per-second editing machine usinig compression algorithms, that has revolutionized the art of film editing. Shots can be stored, recalled, manipulated and played back instantaneously, allowing the film editor unprecedented creative freedom and the ability to realize a film more fully than before. <strong>[Editorial and Pre-production]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,"","To <span class="Winner">DR. THOMAS G. STOCKHAM, JR. and ROBERT B. INGEBRETSEN</span> for their pioneering work in the areas of waveform editing, crossfades and cut-and-paste techniques for digital audio editing. The foundation of current digital audio editing equipment for motion pictures has its roots in the late seventies work of these digital pioneers. <strong>[Sound]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">JAMES A. MOORER</span> for his pioneering work in the design of digital signal processing and its application to audio editing for film. This early work in systems architecture and software has had a significant impact on the digital creation of sound effects and the editing of audio for motion picture sound tracks. <strong>[Sound]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">STEPHEN J. KAY</span> of K-Tec Corporation for the design and development of the Shock Block. This specially designed ground fault interrupter eliminates the electric shock hazard when working in water, wet conditions or from an accidentally exposed power line. <strong>[Lighting]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">GARY TREGASKIS</span> for the primary design; and to <span class="Winner">DOMINIQUE BOISVERT, PHILIPPE PANZINI and ANDRÉ LEBLANC</span> for the development and implementation of the Flame and Inferno software. The Inferno System, and its predecessor, Flame, provide high-speed, efficient integrated digital compositing and visual effects tools. <strong>[Special Photographic]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">ROBERT PREDOVICH, JOHN SCOTT, MOHAMED KEN T. HUSAIN and CAMERON SHEARER</span> for the design and implementation of the Soundmaster Integrated Operations Nucleus operating environment. The Soundmaster system provides motion picture audio post production facilities with a completely integrated capability for synchronization of audio and picture elements with the numerous methods of synchronization in use today. <strong>[Sound]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">ROY B. FERENCE, STEVEN R. SCHMIDT, RICHARD J. FEDERICO, ROCKWELL YARID and MICHAEL E. MCCRACKAN</span> for the design and development of the Kodak Lightning Laser Recorder. The Kodak Lightning laser recorder system established higher operational and quality standards and achieved wide industry acceptance for digital film recording onto intermediate film stock. <strong>[Special Photographic]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">COLIN MOSSMAN, HANS LEISINGER and GEORGE JOHN ROWLAND</span> of Deluxe Laboratories for the concept and design of the Deluxe High Speed Spray Film Cleaner. This innovative and effective high speed film cleaning machine is unique in its use of spray technology, providing the flexibility to use alternative solvents, and to anticipate changes in environmental legislation. <strong>[Laboratory]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">ARNOLD &amp; RICHTER CINE TECHNIK, and ARRI USA, INC.</span> for the concept and engineering of the Arriflex 435 Camera System. The 435 enhances the creative process via its programmability and reliability, and provides the camera operator with the widest feature and performance capability of any MOS camera in use today. <strong>[Camera]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">ARNOLD &amp; RICHTER CINE TECHNIK and the CARL ZEISS COMPANY</span> for the concept and optical design of the Carl Zeiss/Arriflex Variable Prime Lenses. This series of variable prine lenses opens many creative possibilities, since any focal length can be continuously selected throughout the entire range. They offer sharp, high-contrast, high-resolution images with minimized vignetting, superior to many prime lenses. <strong>[Lenses and Filters]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">DEREK C. LIGHTBODY</span> of OpTex for the design and development of Aurasoft Luminaires. The Aurasoft offers a radical new type of reflector design for the production of soft, very even and relatively shadowless light, with superior coverage and significantly higher intensity than existing softlights. <strong>[Lighting]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">MARK ROBERTS, RONAN CARROLL, ASSAFF RAWNER, PAUL BARTLETT and SIMON WAKLEY</span> for the creation of the Milo Motion-Control Crane. This radically original and effective solution to the problems of high-speed camera motion was achieved with the combination of novel geometry and dedicated 3-dimensional control software. <strong>[Camera Cranes]</strong>"
71,"SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">MICHAEL SORENSEN and RICHARD ALEXANDER</span> of Sorensen Designs International, and <span class="Winner">DONALD TRUMBULL</span> for advancing the state-of-the-art of real-time motion-control, as exemplified in the Gazelle and Zebra camera dolly systems. Over the past decade, Sorensen, Alexander and Trumbull have improved the speed, repeatability and portability of robotic camera platforms through novel engineering concepts and the pioneering use of composite materials. <strong>[Camera Cranes]</strong>"
