Year,Category,Winner,Key,Subkey
54,"SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit)",True,"","To <span class="Winner">FUJI PHOTO FILM COMPANY, LTD.</span> for the research, development and introduction of a new Ultra-high-speed color negative film for motion pictures. <strong>[Film]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,"","To <span class="Winner">NELSON TYLER</span> for the progressive development and improvement of the Tyler Helicopter motion picture camera platform. <strong>[Photography]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">LEONARD SOKOLOW</span> for the concept and design and to <span class="Winner">HOWARD T. LAZARE</span> for the development of the Consolidated Film Industries’ Stroboscan motion picture film viewer. <strong>[Laboratory]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED</span> for the concept and engineering of a beam-splitter optical composite motion picture printer. <strong>[Special Photographic]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED</span> for the engineering of the Empire Motion Picture Camera System. <strong>[Camera]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">EDWARD J. BLASKO and DR. RODERICK T. RYAN</span> of the Eastman Kodak Company for the application of the Prostar Microfilm Processor for motion picture title and special optical effects production. <strong>[Laboratory]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,"","To <span class="Winner">HAL LANDAKER</span> for the concept and to <span class="Winner">ALAN D. LANDAKER</span> for the engineering of the Burbank Studios’ Production Sound Department 24-frame color video system. <strong>[Special Photographic]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">BILL HOGAN</span> of Ruxton, Ltd. and <span class="Winner">RICHARD J. STUMPF and DANIEL R. BREWER</span> of Universal City Studios’ Production Sound Department for the engineering of a 24-frame color video system. <strong>[Special Photographic]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">JOHN DEMUTH</span> for the engineering of a 24-frame video system. <strong>[Special Photographic]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">ERNST F. NETTMANN</span> of Continental Camera Systems, Inc. for the development of a pitching lens for motion picture photography. <strong>[Camera]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">BILL TAYLOR</span> of Universal City Studios for the concept and specifications for a Two Format, Rotating Head, Aerial Image Optical Printer. <strong>[Special Photographic]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">PETER D. PARKS</span> of Oxford Scientific Films for the development of the OSF microcosmic zoom device for microscopic photography. <strong>[Camera]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">DR. LOUIS STANKIEWICZ and H. L. BLACHFORD</span> for the development of Baryfol sound barrier materials. <strong>[Stage Operations]</strong>"
54,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">DENNIS MUREN and STUART ZIFF</span> of Industrial Light and Magic, Incorporated for the development of a Motion Picture Figure Mover for animation photography. <strong>[Stage Operations]</strong>"
53,"BEST PICTURE",False,"Coal Miner’s Daughter","– Bernard Schwartz"
53,"BEST PICTURE",False,"The Elephant Man","– Jonathan Sanger"
53,"BEST PICTURE",True,"Ordinary People","– Ronald L. Schwary"
53,"BEST PICTURE",False,"Raging Bull","– Irwin Winkler, Robert Chartoff"
53,"BEST PICTURE",False,"Tess","– Claude Berri, Timothy Burrill"
53,"DIRECTING",False,"The Elephant Man","– David Lynch"
53,"DIRECTING",True,"Ordinary People","– Robert Redford"
53,"DIRECTING",False,"Raging Bull","– Martin Scorsese"
53,"DIRECTING",False,"The Stunt Man","– Richard Rush"
53,"DIRECTING",False,"Tess","– Roman Polanski"
53,"ACTOR IN A LEADING ROLE",True,"Raging Bull","Robert De Niro –"
53,"ACTOR IN A LEADING ROLE",False,"The Great Santini","Robert Duvall –"
53,"ACTOR IN A LEADING ROLE",False,"The Elephant Man","John Hurt –"
53,"ACTOR IN A LEADING ROLE",False,"Tribute","Jack Lemmon –"
53,"ACTOR IN A LEADING ROLE",False,"The Stunt Man","Peter O’Toole –"
53,"ACTRESS IN A LEADING ROLE",False,"Resurrection","Ellen Burstyn –"
53,"ACTRESS IN A LEADING ROLE",False,"Private Benjamin","Goldie Hawn –"
53,"ACTRESS IN A LEADING ROLE",False,"Ordinary People","Mary Tyler Moore –"
53,"ACTRESS IN A LEADING ROLE",False,"Gloria","Gena Rowlands –"
53,"ACTRESS IN A LEADING ROLE",True,"Coal Miner’s Daughter","Sissy Spacek –"
53,"ACTOR IN A SUPPORTING ROLE",False,"Ordinary People","Judd Hirsch –"
53,"ACTOR IN A SUPPORTING ROLE",True,"Ordinary People","Timothy Hutton –"
53,"ACTOR IN A SUPPORTING ROLE",False,"The Great Santini","Michael O’Keefe –"
53,"ACTOR IN A SUPPORTING ROLE",False,"Raging Bull","Joe Pesci –"
53,"ACTOR IN A SUPPORTING ROLE",False,"Melvin and Howard","Jason Robards –"
53,"ACTRESS IN A SUPPORTING ROLE",False,"Private Benjamin","Eileen Brennan –"
53,"ACTRESS IN A SUPPORTING ROLE",False,"Resurrection","Eva Le Gallienne –"
53,"ACTRESS IN A SUPPORTING ROLE",False,"Raging Bull","Cathy Moriarty –"
53,"ACTRESS IN A SUPPORTING ROLE",False,"Inside Moves","Diana Scarwid –"
53,"ACTRESS IN A SUPPORTING ROLE",True,"Melvin and Howard","Mary Steenburgen –"
53,"WRITING (Screenplay Based on Material from Another Medium)",False,"Apocalypse Now","– John Milius, Francis Coppola"
53,"WRITING (Screenplay Based on Material from Another Medium)",True,"Kramer vs. Kramer","– Robert Benton"
53,"WRITING (Screenplay Based on Material from Another Medium)",False,"La Cage aux Folles","– Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret"
53,"WRITING (Screenplay Based on Material from Another Medium)",False,"A Little Romance","– Allan Burns"
53,"WRITING (Screenplay Based on Material from Another Medium)",False,"Norma Rae","– Irving Ravetch, Harriet Frank, Jr."
53,"WRITING (Screenplay Written Directly for the Screen)",False,"All That Jazz","– Robert Alan Aurthur, Bob Fosse"
53,"WRITING (Screenplay Written Directly for the Screen)",False,"…And Justice for All","– Valerie Curtin, Barry Levinson"
53,"WRITING (Screenplay Written Directly for the Screen)",True,"Breaking Away","– Steve Tesich"
53,"WRITING (Screenplay Written Directly for the Screen)",False,"The China Syndrome","– Mike Gray, T.S. Cook, James Bridges"
53,"WRITING (Screenplay Written Directly for the Screen)",False,"Manhattan","– Woody Allen, Marshall Brickman"
53,"MUSIC (Original Song)",True,"Fame","“Fame” –,– Music by Michael Gore; Lyric by Dean Pitchford"
53,"MUSIC (Original Song)",False,"Nine to Five","“Nine To Five” –,– Music, Lyric by Dolly Parton"
53,"MUSIC (Original Song)",False,"Honeysuckle Rose","“On The Road Again” –,– Music, Lyric by Willie Nelson"
53,"MUSIC (Original Song)",False,"Fame","“Out Here On My Own” –,– Music by Michael Gore; Lyric by Lesley Gore"
53,"MUSIC (Original Song)",False,"The Competition","“People Alone” –,– Music by Lalo Schifrin; Lyric by Wilbur Jennings"
53,"MUSIC (Original Score)",False,"Altered States","– John Corigliano"
53,"MUSIC (Original Score)",False,"The Elephant Man","– John Morris"
53,"MUSIC (Original Score)",False,"The Empire Strikes Back","– John Williams"
53,"MUSIC (Original Score)",True,"Fame","– Michael Gore"
53,"MUSIC (Original Score)",False,"Tess","– Philippe Sarde"
53,"FILM EDITING",False,"Coal Miner’s Daughter","– Arthur Schmidt"
53,"FILM EDITING",False,"The Competition","– David Blewitt"
53,"FILM EDITING",False,"The Elephant Man","– Anne V. Coates"
53,"FILM EDITING",False,"Fame","– Gerry Hambling"
53,"FILM EDITING",True,"Raging Bull","– Thelma Schoonmaker"
53,"CINEMATOGRAPHY",False,"The Blue Lagoon","– Nestor Almendros"
53,"CINEMATOGRAPHY",False,"Coal Miner’s Daughter","– Ralf D. Bode"
53,"CINEMATOGRAPHY",False,"The Formula","– James Crabe"
53,"CINEMATOGRAPHY",False,"Raging Bull","– Michael Chapman"
53,"CINEMATOGRAPHY",True,"Tess","– Geoffrey Unsworth, Ghislain Cloquet"
53,"ART DIRECTION",False,"Coal Miner’s Daughter","– Art Direction: John W. Corso; Set Decoration: John M. Dwyer"
53,"ART DIRECTION",False,"The Elephant Man","– Art Direction: Stuart Craig, Bob Cartwright; Set Decoration: Hugh Scaife"
53,"ART DIRECTION",False,"The Empire Strikes Back","– Art Direction: Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins; Set Decoration: Michael Ford"
53,"ART DIRECTION",False,"Kagemusha (The Shadow Warrior)","– Yoshiro Muraki"
53,"ART DIRECTION",True,"Tess","– Art Direction: Pierre Guffroy, Jack Stephens"
53,"COSTUME DESIGN",False,"The Elephant Man","– Patricia Norris"
53,"COSTUME DESIGN",False,"My Brilliant Career","– Anna Senior"
53,"COSTUME DESIGN",False,"Somewhere in Time","– Jean-Pierre Dorleac"
53,"COSTUME DESIGN",True,"Tess","– Anthony Powell"
53,"COSTUME DESIGN",False,"When Time Ran Out","– Paul Zastupnevich"
53,"SOUND",False,"Altered States","– Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton"
53,"SOUND",False,"Coal Miner’s Daughter","– Richard Portman, Roger Heman, Jim Alexander"
53,"SOUND",True,"The Empire Strikes Back","– Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton"
53,"SOUND",False,"Fame","– Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman"
53,"SOUND",False,"Raging Bull","– Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz"
53,"SPECIAL ACHIEVEMENT AWARD (Visual Effects)",True,"The Empire Strikes Back","– Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson"
53,"FOREIGN LANGUAGE FILM",False,"Confidence","– Hungary"
53,"FOREIGN LANGUAGE FILM",False,"Kagemusha (The Shadow Warrior)","– Japan"
53,"FOREIGN LANGUAGE FILM",False,"The Last Metro","– France"
53,"FOREIGN LANGUAGE FILM",True,"Moscow Does Not Believe in Tears","– Union of Soviet Socialist Republics"
53,"FOREIGN LANGUAGE FILM",False,"The Nest","– Spain"
53,"DOCUMENTARY (Feature)",False,"Agee","– Ross Spears"
53,"DOCUMENTARY (Feature)",False,"The Day after Trinity","– Jon Else"
53,"DOCUMENTARY (Feature)",True,"From Mao to Mozart: Isaac Stern in China","– Murray Lerner"
53,"DOCUMENTARY (Feature)",False,"Front Line","– David Bradbury"
53,"DOCUMENTARY (Feature)",False,"The Yellow Star – The Persecution of the Jews in Europe 1933-45","– Bengt von zur Muehlen, Arthur Cohn"
53,"DOCUMENTARY (Short Subject)",False,"Don’t Mess with Bill","– John Watson, Pen Densham"
53,"DOCUMENTARY (Short Subject)",False,"The Eruption of Mount St. Helens","– George Casey"
53,"DOCUMENTARY (Short Subject)",False,"It’s the Same World","– Dick Young"
53,"DOCUMENTARY (Short Subject)",True,"Karl Hess: Toward Liberty","– Roland Hallé, Peter W. Ladue"
53,"DOCUMENTARY (Short Subject)",False,"Luther Metke at 94","– Richard Hawkins, Jorge Preloran"
53,"SHORT FILM (Animated)",False,"All Nothing","– Frédéric Back"
53,"SHORT FILM (Animated)",True,"The Fly","– Ferenc Rofusz"
53,"SHORT FILM (Animated)",False,"History of the World in Three Minutes Flat","– Michael Mills"
53,"SHORT FILM (Dramatic Live Action)",True,"The Dollar Bottom","– Lloyd Phillips"
53,"SHORT FILM (Dramatic Live Action)",False,"Fall Line","– Bob Carmichael, Greg Lowe"
53,"SHORT FILM (Dramatic Live Action)",False,"A Jury of Her Peers","– Sally Heckel"
53,"HONORARY AWARD",True,"","To <span class="Winner">Henry Fonda</span>, the consummate actor, in recognition of his brilliant accomplishments and enduring contribution to the art of motion pictures."
53,"MEDAL OF COMMENDATION",False,"Fred Hynes","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
53,"SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit)",True,"","To <span class="Winner">LINWOOD G. DUNN, CECIL D. LOVE and ACME TOOL AND MANUFACTURING COMPANY</span> for the concept, engineering and development of the Acme-Dunn Optical Printer for motion picture special effects. <strong>[Laboratory]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,"","To <span class="Winner">JEAN-MARIE LAVALOU, ALAIN MASSERON and DAVID SAMUELSON</span> of Samuelson Alga Cinema S.A. and Samuelson Film Service, Limited, for the engineering and development of the Louma Camera Crane and remote control system for motion picture production. <strong>[Camera Cranes]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">EDWARD B. KRAUSE</span> of Filmline Corporation for the engineering and manufacture of the micro-demand drive for continuous motion picture film processors. <strong>[Laboratory]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">ROSS TAYLOR</span> for the concept and development of a system of air guns for propelling objects used in special effects motion picture production. <strong>[Stage Operations]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">DR. BERNHARD KÜHL and DR. WERNER BLOCK of OSRAM GmbH</span>, for the progressive engineering and manufacture of the OSRAM HMI light source for motion picture color photography. <strong>[Lighting]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,""," To <span class="Winner">DAVID A. GRAFTON</span> for the optical design and engineering of a telecentric anamorphic lens for motion picture optical effects printers. <strong>[Lenses and Filters]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,"","To <span class="Winner">CARTER EQUIPMENT COMPANY</span> for the development of a continuous contact, total immersion, additive color motion picture printer. <strong>[Laboratory]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">HOLLYWOOD FILM COMPANY</span> for the development of a continuous contact, total immersion, additive color motion picture printer. <strong>[Laboratory]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">ANDRÉ DEBRIE S.A.</span> for the development of a continuous contact, total immersion, additive color motion picture printer. <strong>[Laboratory]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">CHARLES VAUGHN and EUGENE NOTTINGHAM</span> of Cinetron Computer Systems, Incorporated, for the development of a versatile general purpose computer system for animation and optical effects motion picture photography. <strong>[Systems]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">JOHN W. LANG, WALTER HRASTNIK and CHARLES J. WATSON</span> of Bell and Howell Company for the development and manufacture of a modular continuous contact motion picture film printer. <strong>[Laboratory]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">WORTH BAIRD</span> of LaVezzi Machine Works, Incorporated, for the advanced design and manufacture of a film sprocket for motion picture projectors. <strong>[Projection]</strong>"
53,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,""," To <span class="Winner">PETER A. REGLA and DAN SLATER</span> of Elicon for the development of a follow-focus system for motion picture optical effects printers and animation stands. <strong>[Photography]</strong>"
52,"BEST PICTURE",False,"All That Jazz","– Robert Alan Aurthur"
52,"BEST PICTURE",False,"Apocalypse Now","– Francis Coppola, Fred Roos, Gray Frederickson, Tom Sternberg"
52,"BEST PICTURE",False,"Breaking Away","– Peter Yates"
52,"BEST PICTURE",True,"Kramer vs. Kramer","– Stanley R. Jaffe"
52,"BEST PICTURE",False,"Norma Rae","– Tamara Asseyev, Alex Rose"
52,"DIRECTING",False,"All That Jazz","– Bob Fosse"
52,"DIRECTING",False,"Apocalypse Now","– Francis Coppola"
52,"DIRECTING",False,"Breaking Away","– Peter Yates"
52,"DIRECTING",True,"Kramer vs. Kramer","– Robert Benton"
52,"DIRECTING",False,"La Cage aux Folles","– Edouard Molinaro"
52,"ACTOR IN A LEADING ROLE",True,"Kramer vs. Kramer","Dustin Hoffman –"
52,"ACTOR IN A LEADING ROLE",False,"The China Syndrome","Jack Lemmon –"
52,"ACTOR IN A LEADING ROLE",False,"…And Justice for All","Al Pacino –"
52,"ACTOR IN A LEADING ROLE",False,"All That Jazz","Roy Scheider –"
52,"ACTOR IN A LEADING ROLE",False,"Being There","Peter Sellers –"
52,"ACTRESS IN A LEADING ROLE",False,"Starting Over","Jill Clayburgh –"
52,"ACTRESS IN A LEADING ROLE",True,"Norma Rae","Sally Field –"
52,"ACTRESS IN A LEADING ROLE",False,"The China Syndrome","Jane Fonda –"
52,"ACTRESS IN A LEADING ROLE",False,"Chapter Two","Marsha Mason –"
52,"ACTRESS IN A LEADING ROLE",False,"The Rose","Bette Midler –"
52,"ACTOR IN A SUPPORTING ROLE",True,"Being There","Melvyn Douglas –"
52,"ACTOR IN A SUPPORTING ROLE",False,"Apocalypse Now","Robert Duvall –"
52,"ACTOR IN A SUPPORTING ROLE",False,"The Rose","Frederic Forrest –"
52,"ACTOR IN A SUPPORTING ROLE",False,"Kramer vs. Kramer","Justin Henry –"
52,"ACTOR IN A SUPPORTING ROLE",False,"The Black Stallion","Mickey Rooney –"
52,"ACTRESS IN A SUPPORTING ROLE",False,"Kramer vs. Kramer","Jane Alexander –"
52,"ACTRESS IN A SUPPORTING ROLE",False,"Breaking Away","Barbara Barrie –"
52,"ACTRESS IN A SUPPORTING ROLE",False,"Starting Over","Candice Bergen –"
52,"ACTRESS IN A SUPPORTING ROLE",False,"Manhattan","Mariel Hemingway –"
52,"ACTRESS IN A SUPPORTING ROLE",True,"Kramer vs. Kramer","Meryl Streep –"
52,"WRITING (Screenplay Based on Material from Another Medium)",False,"Apocalypse Now","– John Milius, Francis Coppola"
52,"WRITING (Screenplay Based on Material from Another Medium)",True,"Kramer vs. Kramer","– Robert Benton"
52,"WRITING (Screenplay Based on Material from Another Medium)",False,"La Cage aux Folles","– Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret"
52,"WRITING (Screenplay Based on Material from Another Medium)",False,"A Little Romance","– Allan Burns"
52,"WRITING (Screenplay Based on Material from Another Medium)",False,"Norma Rae","– Irving Ravetch, Harriet Frank, Jr."
52,"WRITING (Screenplay Written Directly for the Screen)",False,"All That Jazz","– Robert Alan Aurthur, Bob Fosse"
52,"WRITING (Screenplay Written Directly for the Screen)",False,"…And Justice for All","– Valerie Curtin, Barry Levinson"
52,"WRITING (Screenplay Written Directly for the Screen)",True,"Breaking Away","– Steve Tesich"
52,"WRITING (Screenplay Written Directly for the Screen)",False,"The China Syndrome","– Mike Gray, T.S. Cook, James Bridges"
52,"WRITING (Screenplay Written Directly for the Screen)",False,"Manhattan","– Woody Allen, Marshall Brickman"
52,"MUSIC (Original Song)",False,"The Promise","“I’ll Never Say ‘Goodbye” –,– Music by David Shire; Lyric by Alan Bergman, Marilyn Bergman"
52,"MUSIC (Original Song)",True,"Norma Rae","“It Goes Like It Goes” –,– Music by David Shire; Lyric by Norman Gimbel"
52,"MUSIC (Original Song)",False,"10","“It’s Easy To Say” –,– Music by Henry Mancini; Lyric by Robert Wells"
52,"MUSIC (Original Song)",False,"The Muppet Movie","“The Rainbow Connection” –,– Music, Lyric by Paul Williams, Kenny Ascher"
52,"MUSIC (Original Song)",False,"Ice Castles","“Through The Eyes Of Love” –,– Music by Marvin Hamlisch; Lyric by Carole Bayer Sager"
52,"MUSIC (Original Score)",False,"The Amityville Horror","– Lalo Schifrin"
52,"MUSIC (Original Score)",False,"The Champ","– Dave Grusin"
52,"MUSIC (Original Score)",True,"A Little Romance","– Georges Delerue"
52,"MUSIC (Original Score)",False,"Star Trek – The Motion Picture","– Jerry Goldsmith"
52,"MUSIC (Original Score)",False,"10","– Henry Mancini"
52,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)",True,"All That Jazz","– Adaptation Score by Ralph Burns"
52,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)",False,"Breaking Away","– Adaptation Score by Patrick Williams"
52,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)",False,"The Muppet Movie","– Song Score by Paul Williams, Kenny Ascher; Adaptation Score by Paul Williams"
52,"FILM EDITING",True,"All That Jazz","– Alan Heim"
52,"FILM EDITING",False,"Apocalypse Now","– Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman"
52,"FILM EDITING",False,"The Black Stallion","– Robert Dalva"
52,"FILM EDITING",False,"Kramer vs. Kramer","– Jerry Greenberg"
52,"FILM EDITING",False,"The Rose","– Robert L. Wolfe, C. Timothy O’Meara"
52,"CINEMATOGRAPHY",False,"All That Jazz","– Giuseppe Rotunno"
52,"CINEMATOGRAPHY",True,"Apocalypse Now","– Vittorio Storaro"
52,"CINEMATOGRAPHY",False,"The Black Hole","– Frank Phillips"
52,"CINEMATOGRAPHY",False,"Kramer vs. Kramer","– Nestor Almendros"
52,"CINEMATOGRAPHY",False,"1941","– William A. Fraker"
52,"ART DIRECTION",False,"Alien","– Art Direction: Michael Seymour, Les Dilley, Roger Christian; Set Decoration: Ian Whittaker"
52,"ART DIRECTION",True,"All That Jazz","– Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink"
52,"ART DIRECTION",False,"Apocalypse Now","– Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson"
52,"ART DIRECTION",False,"The China Syndrome","– Art Direction: George Jenkins; Set Decoration: Arthur Jeph Parker"
52,"ART DIRECTION",False,"Star Trek – The Motion Picture","– Art Direction: Harold Michelson, Joe Jennings, Leon Harris, John Vallone; Set Decoration: Linda DeScenna"
52,"COSTUME DESIGN",False,"Agatha","– Shirley Russell"
52,"COSTUME DESIGN",True,"All That Jazz","– Albert Wolsky"
52,"COSTUME DESIGN",False,"Butch and Sundance: The Early Days","– William Ware Theiss"
52,"COSTUME DESIGN",False,"The Europeans","– Judy Moorcroft"
52,"COSTUME DESIGN",False,"La Cage aux Folles","– Piero Tosi, Ambra Danon"
52,"SOUND",True,"Apocalypse Now","– Walter Murch, Mark Berger, Richard Beggs, Nat Boxer"
52,"SOUND",False,"The Electric Horseman","– Arthur Piantadosi, Les Fresholtz, Michael Minkler, Al Overton"
52,"SOUND",False,"Meteor","– William McCaughey, Aaron Rochin, Michael J. Kohut, Jack Solomon"
52,"SOUND",False,"1941","– Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa"
52,"SOUND",False,"The Rose","– Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb"
52,"SPECIAL ACHIEVEMENT AWARD (Sound Editing)",True,"The Black Stallion","– Alan Splet"
52,"VISUAL EFFECTS",True,"Alien","– H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling"
52,"VISUAL EFFECTS",False,"The Black Hole","– Peter Ellenshaw, Art Cruickshank, Eustace Lycett, Danny Lee, Harrison Ellenshaw, Joe Hale"
52,"VISUAL EFFECTS",False,"Moonraker","– Derek Meddings, Paul Wilson, John Evans"
52,"VISUAL EFFECTS",False,"1941","– William A. Fraker, A. D. Flowers, Gregory Jein"
52,"VISUAL EFFECTS",False,"Star Trek – The Motion Picture","– Douglas Trumbull, John Dykstra, Richard Yuricich, Robert Swarthe, Dave Stewart, Grant McCune"
52,"FOREIGN LANGUAGE FILM",False,"The Maids of Wilko","– Poland"
52,"FOREIGN LANGUAGE FILM",False,"Mama Turns a Hundred","– Spain"
52,"FOREIGN LANGUAGE FILM",False,"A Simple Story","– France"
52,"FOREIGN LANGUAGE FILM",True,"The Tin Drum","– Federal Republic of Germany"
52,"FOREIGN LANGUAGE FILM",False,"To Forget Venice","– Italy"
52,"DOCUMENTARY (Feature)",True,"Best Boy","– Ira Wohl"
52,"DOCUMENTARY (Feature)",False,"Generation on the Wind","– David A. Vassar"
52,"DOCUMENTARY (Feature)",False,"Going the Distance","– Paul Cowan, Jacques Bobet"
52,"DOCUMENTARY (Feature)",False,"The Killing Ground","– Steve Singer, Tom Priestley"
52,"DOCUMENTARY (Feature)",False,"The War at Home","– Glenn Silber, Barry Alexander Brown"
52,"DOCUMENTARY (Short Subject)",False,"Dae","– Risto Teofilovski"
52,"DOCUMENTARY (Short Subject)",False,"Koryo Celadon","– Donald A. Connolly, James R. Messenger"
52,"DOCUMENTARY (Short Subject)",False,"Nails","– Phillip Borsos"
52,"DOCUMENTARY (Short Subject)",True,"Paul Robeson: Tribute to an Artist","– Saul J. Turell"
52,"DOCUMENTARY (Short Subject)",False,"Remember Me","– Dick Young"
52,"SHORT FILM (Animated)",False,"Dream Doll","– Bob Godfrey, Zlatko Grgic"
52,"SHORT FILM (Animated)",True,"Every Child","– Derek Lamb"
52,"SHORT FILM (Animated)",False,"It’s So Nice to Have a Wolf around the House","– Paul Fierlinger"
52,"SHORT FILM (Live Action)",True,"Board and Care","– Sarah Pillsbury, Ron Ellis"
52,"SHORT FILM (Live Action)",False,"Bravery in the Field","– Roman Kroitor, Stefan Wodoslawsky"
52,"SHORT FILM (Live Action)",False,"Oh Brother, My Brother","– Carol Lowell, Ross Lowell"
52,"SHORT FILM (Live Action)",False,"The Solar Film","– Saul Bass, Michael Britton"
52,"SHORT FILM (Live Action)",False,"Solly’s Diner","– Harry Mathias, Jay Zukerman, Larry Hankin"
52,"HONORARY AWARD",True,"","To <span class="Winner">Alec Guinness</span> for advancing the art of screen acting through a host of memorable and distinguished performances."
52,"HONORARY AWARD",True,""," To <span class="Winner">Hal Elias</span> for his dedication and distinguished service to the Academy of Motion Picture Arts and Sciences."
52,"MEDAL OF COMMENDATION",False,"John O. Aalberg","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
52,"MEDAL OF COMMENDATION",False,"Charles G. Clarke","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
52,"MEDAL OF COMMENDATION",False,"John G. Frayne","in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
52,"SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit)",True,"","To <span class="Winner">MARK SERRURIER</span> for the progressive development of the Moviola from the 1924 invention of his father, Iwan Serrurier, to the present Series 20 sophisticated film editing equipment. <strong>[Editorial]</strong>"
52,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)",True,"","To <span class="Winner">NEIMAN-TILLAR ASSOCIATES</span> for the creative development and to <span class="Winner">MINI-MICRO SYSTEMS, INCORPORATED</span>, for the design and engineering of an Automated Computer-Controlled Editing Sound System (ACCESS) for motion picture post-production. <strong>[Sound]</strong>"
52,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)",True,"","To <span class="Winner">MICHAEL V. CHEWEY, WALTER G. EGGERS and ALLEN HECHT</span> of M-G-M Laboratories for the development of a Computer-controlled Paper Tape Programmer System and its applications in the motion picture laboratory. <strong>[Laboratory]</strong>"
