Year,Type,WinOrLose,Key,Item
1953,"MUSIC (SONG)",False,"SON OF PALEFACE","Am I In Love in |Son of Paleface| Music and Lyrics by Jack Brooks"
1953,"MUSIC (SONG)",False,"BECAUSE YOU'RE MINE","Because You're Mine in |Because You're Mine| Music by Nicholas Brodszky; Lyrics by Sammy Cahn"
1953,"MUSIC (SONG)",False,"HANS CHRISTIAN ANDERSEN","Thumbelina in |Hans Christian Andersen| Music and Lyrics by Frank Loesser"
1953,"MUSIC (SONG)",False,"JUST FOR YOU","Zing A Little Zong in |Just for You| Music by Harry Warren; Lyrics by Leo Robin"
1953,"BEST MOTION PICTURE",True,"THE GREATEST SHOW ON EARTH","Cecil B. DeMille, Producer"
1953,"BEST MOTION PICTURE",False,"HIGH NOON","Stanley Kramer, Producer"
1953,"BEST MOTION PICTURE",False,"IVANHOE","Pandro S. Berman, Producer"
1953,"BEST MOTION PICTURE",False,"MOULIN ROUGE","Romulus Films"
1953,"BEST MOTION PICTURE",False,"THE QUIET MAN","John Ford and Merian C. Cooper, Producers"
1953,"SHORT SUBJECT (CARTOON)",True,"JOHANN MOUSE","Fred Quimby, Producer"
1953,"SHORT SUBJECT (CARTOON)",False,"LITTLE JOHNNY JET","Fred Quimby, Producer"
1953,"SHORT SUBJECT (CARTOON)",False,"MADELINE","Stephen Bosustow, Executive Producer"
1953,"SHORT SUBJECT (CARTOON)",False,"PINK AND BLUE BLUES","Stephen Bosustow, Executive Producer"
1953,"SHORT SUBJECT (CARTOON)",False,"ROMANCE OF TRANSPORTATION","Tom Daly, Producer"
1953,"SHORT SUBJECT (ONE-REEL)",True,"LIGHT IN THE WINDOW: THE ART OF VERMEER","Boris Vermont, Producer"
1953,"SHORT SUBJECT (ONE-REEL)",False,"ATHLETES OF THE SADDLE","Jack Eaton, Producer"
1953,"SHORT SUBJECT (ONE-REEL)",False,"DESERT KILLER","Gordon Hollingshead, Producer"
1953,"SHORT SUBJECT (ONE-REEL)",False,"NEIGHBOURS","Norman McLaren, Producer"
1953,"SHORT SUBJECT (ONE-REEL)",False,"ROYAL SCOTLAND","Crown Film Unit"
1953,"SHORT SUBJECT (TWO-REEL)",True,"WATER BIRDS","Walt Disney, Producer"
1953,"SHORT SUBJECT (TWO-REEL)",False,"BRIDGE OF TIME","London Film Production"
1953,"SHORT SUBJECT (TWO-REEL)",False,"DEVIL TAKE US","Herbert Morgan, Producer"
1953,"SHORT SUBJECT (TWO-REEL)",False,"THAR SHE BLOWS!","Gordon Hollingshead, Producer"
1953,"SOUND RECORDING",True,"BREAKING THE SOUND BARRIER","London Film Sound Department"
1953,"SOUND RECORDING",False,"HANS CHRISTIAN ANDERSEN","Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
1953,"SOUND RECORDING",False,"THE PROMOTER","Pinewood Studios Sound Department"
1953,"SOUND RECORDING",False,"THE QUIET MAN","Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
1953,"SOUND RECORDING",False,"WITH A SONG IN MY HEART","20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
1953,"WRITING (MOTION PICTURE STORY)",True,"THE GREATEST SHOW ON EARTH","Fredric M. Frank, Theodore St. John, Frank Cavett"
1953,"WRITING (MOTION PICTURE STORY)",False,"MY SON JOHN","Leo McCarey"
1953,"WRITING (MOTION PICTURE STORY)",False,"THE NARROW MARGIN","Martin Goldsmith, Jack Leonard"
1953,"WRITING (MOTION PICTURE STORY)",False,"THE PRIDE OF ST. LOUIS","Guy Trosper"
1953,"WRITING (MOTION PICTURE STORY)",False,"THE SNIPER","Edna Anhalt, Edward Anhalt"
1953,"WRITING (SCREENPLAY)",True,"THE BAD AND THE BEAUTIFUL","Charles Schnee"
1953,"WRITING (SCREENPLAY)",False,"FIVE FINGERS","Michael Wilson"
1953,"WRITING (SCREENPLAY)",False,"HIGH NOON","Carl Foreman"
1953,"WRITING (SCREENPLAY)",False,"THE MAN IN THE WHITE SUIT","Roger MacDougall, John Dighton, Alexander Mackendrick"
1953,"WRITING (SCREENPLAY)",False,"THE QUIET MAN","Frank S. Nugent"
1953,"WRITING (STORY AND SCREENPLAY)",True,"THE LAVENDER HILL MOB","T. E. B. Clarke"
1953,"WRITING (STORY AND SCREENPLAY)",False,"THE ATOMIC CITY","Sydney Boehm"
1953,"WRITING (STORY AND SCREENPLAY)",False,"BREAKING THE SOUND BARRIER","Terence Rattigan"
1953,"WRITING (STORY AND SCREENPLAY)",False,"PAT AND MIKE","Ruth Gordon, Garson Kanin"
1953,"WRITING (STORY AND SCREENPLAY)",False,"VIVA ZAPATA!","John Steinbeck"
1954,"ACTOR",True,"WILLIAM HOLDEN","Stalag 17"
1954,"ACTOR",False,"MARLON BRANDO","Julius Caesar"
1954,"ACTOR",False,"RICHARD BURTON","The Robe"
1954,"ACTOR",False,"MONTGOMERY CLIFT","From Here to Eternity"
1954,"ACTOR",False,"BURT LANCASTER","From Here to Eternity"
1954,"ACTOR IN A SUPPORTING ROLE",True,"FRANK SINATRA","From Here to Eternity"
1954,"ACTOR IN A SUPPORTING ROLE",False,"EDDIE ALBERT","Roman Holiday"
1954,"ACTOR IN A SUPPORTING ROLE",False,"BRANDON DE WILDE","Shane"
1954,"ACTOR IN A SUPPORTING ROLE",False,"JACK PALANCE","Shane"
1954,"ACTOR IN A SUPPORTING ROLE",False,"ROBERT STRAUSS","Stalag 17"
1954,"ACTRESS",True,"AUDREY HEPBURN","Roman Holiday"
1954,"ACTRESS",False,"LESLIE CARON","Lili"
1954,"ACTRESS",False,"AVA GARDNER","Mogambo"
1954,"ACTRESS",False,"DEBORAH KERR","From Here to Eternity"
1954,"ACTRESS",False,"MAGGIE MCNAMARA","The Moon Is Blue"
1954,"ACTRESS IN A SUPPORTING ROLE",True,"DONNA REED","From Here to Eternity"
1954,"ACTRESS IN A SUPPORTING ROLE",False,"GRACE KELLY","Mogambo"
1954,"ACTRESS IN A SUPPORTING ROLE",False,"GERALDINE PAGE","Hondo"
1954,"ACTRESS IN A SUPPORTING ROLE",False,"MARJORIE RAMBEAU","Torch Song"
1954,"ACTRESS IN A SUPPORTING ROLE",False,"THELMA RITTER","Pickup on South Street"
1954,"ART DIRECTION (BLACK-AND-WHITE)",True,"JULIUS CAESAR","Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Hugh Hunt"
1954,"ART DIRECTION (BLACK-AND-WHITE)",False,"MARTIN LUTHER","Art Direction: Fritz Maurischat, Paul Markwitz"
1954,"ART DIRECTION (BLACK-AND-WHITE)",False,"THE PRESIDENT'S LADY","Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Paul S. Fox"
1954,"ART DIRECTION (BLACK-AND-WHITE)",False,"ROMAN HOLIDAY","Art Direction: Hal Pereira, Walter Tyler"
1954,"ART DIRECTION (BLACK-AND-WHITE)",False,"TITANIC","Art Direction: Lyle Wheeler, Maurice Ransford; Set Decoration: Stuart Reiss"
1954,"ART DIRECTION (COLOR)",True,"THE ROBE","Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Walter M. Scott, Paul S. Fox"
1954,"ART DIRECTION (COLOR)",False,"KNIGHTS OF THE ROUND TABLE","Art Direction: Alfred Junge, Hans Peters; Set Decoration: John Jarvis"
1954,"ART DIRECTION (COLOR)",False,"LILI","Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Arthur Krams"
1954,"ART DIRECTION (COLOR)",False,"THE STORY OF THREE LOVES","Art Direction: Cedric Gibbons, Preston Ames, Edward Carfagno, Gabriel Scognamillo; Set Decoration: Edwin B. Willis, Keogh Gleason, Arthur Krams, Jack D. Moore"
1954,"ART DIRECTION (COLOR)",False,"YOUNG BESS","Art Direction: Cedric Gibbons, Urie McCleary; Set Decoration: Edwin B. Willis, Jack D. Moore"
1954,"CINEMATOGRAPHY (BLACK-AND-WHITE)",True,"FROM HERE TO ETERNITY","Burnett Guffey"
1954,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"THE FOUR POSTER","Hal Mohr"
1954,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"JULIUS CAESAR","Joseph Ruttenberg"
1954,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"MARTIN LUTHER","Joseph C. Brun"
1954,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"ROMAN HOLIDAY","Frank Planer, Henri Alekan"
1954,"CINEMATOGRAPHY (COLOR)",True,"SHANE","Loyal Griggs"
1954,"CINEMATOGRAPHY (COLOR)",False,"ALL THE BROTHERS WERE VALIANT","George Folsey"
1954,"CINEMATOGRAPHY (COLOR)",False,"BENEATH THE 12-MILE REEF","Edward Cronjager"
1954,"CINEMATOGRAPHY (COLOR)",False,"LILI","Robert Planck"
1954,"CINEMATOGRAPHY (COLOR)",False,"THE ROBE","Leon Shamroy"
1954,"COSTUME DESIGN (BLACK-AND-WHITE)",True,"ROMAN HOLIDAY","Edith Head"
1954,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"THE ACTRESS","Walter Plunkett"
1954,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"DREAM WIFE","Helen Rose, Herschel McCoy"
1954,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"FROM HERE TO ETERNITY","Jean Louis"
1954,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"THE PRESIDENT'S LADY","Charles LeMaire, Renie"
1954,"COSTUME DESIGN (COLOR)",True,"THE ROBE","Charles LeMaire, Emile Santiago"
1954,"COSTUME DESIGN (COLOR)",False,"THE BAND WAGON","Mary Ann Nyberg"
1954,"COSTUME DESIGN (COLOR)",False,"CALL ME MADAM","Irene Sharaff"
1954,"COSTUME DESIGN (COLOR)",False,"HOW TO MARRY A MILLIONAIRE","Charles LeMaire, Travilla"
1954,"COSTUME DESIGN (COLOR)",False,"YOUNG BESS","Walter Plunkett"
1954,"DIRECTING",True,"FROM HERE TO ETERNITY","Fred Zinnemann"
1954,"DIRECTING",False,"LILI","Charles Walters"
1954,"DIRECTING",False,"ROMAN HOLIDAY","William Wyler"
1954,"DIRECTING",False,"SHANE","George Stevens"
1954,"DIRECTING",False,"STALAG 17","Billy Wilder"
1954,"DOCUMENTARY (FEATURE)",True,"THE LIVING DESERT","Walt Disney, Producer"
1954,"DOCUMENTARY (FEATURE)",False,"THE CONQUEST OF EVEREST","John Taylor, Leon Clore and Grahame Tharp, Producers"
1954,"DOCUMENTARY (FEATURE)",False,"A QUEEN IS CROWNED","Castleton Knight, Producer"
1954,"DOCUMENTARY (SHORT SUBJECT)",True,"THE ALASKAN ESKIMO","Walt Disney, Producer"
1954,"DOCUMENTARY (SHORT SUBJECT)",False,"THE LIVING CITY","John Barnes, Producer"
1954,"DOCUMENTARY (SHORT SUBJECT)",False,"OPERATION BLUE JAY","United States Army Signal Corps"
1954,"DOCUMENTARY (SHORT SUBJECT)",False,"THEY PLANTED A STONE","James Carr, Producer"
1954,"DOCUMENTARY (SHORT SUBJECT)",False,"THE WORD","John Healy and John Adams, Producers"
1954,"FILM EDITING",True,"FROM HERE TO ETERNITY","William Lyon"
1954,"FILM EDITING",False,"CRAZYLEGS","Irvine (Cotton) Warburton"
1954,"FILM EDITING",False,"THE MOON IS BLUE","Otto Ludwig"
1954,"FILM EDITING",False,"ROMAN HOLIDAY","Robert Swink"
1954,"FILM EDITING",False,"THE WAR OF THE WORLDS","Everett Douglas"
1954,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",True,"LILI","Bronislau Kaper"
1954,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"FROM HERE TO ETERNITY","Morris Stoloff, George Duning"
1954,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"JULIUS CAESAR","Miklos Rozsa"
1954,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"THIS IS CINERAMA","Louis Forbes"
1954,"MUSIC (SCORING OF A MUSICAL PICTURE)",True,"CALL ME MADAM","Alfred Newman"
1954,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"THE BAND WAGON","Adolph Deutsch"
1954,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"CALAMITY JANE","Ray Heindorf"
1954,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"THE 5,000 FINGERS OF DR. T","Frederick Hollander, Morris Stoloff"
1954,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"KISS ME KATE","Andre Previn, Saul Chaplin"
1954,"MUSIC (SONG)",True,"CALAMITY JANE","Secret Love in |Calamity Jane| Music by Sammy Fain; Lyrics by Paul Francis Webster"
1954,"MUSIC (SONG)",False,"THE MOON IS BLUE","The Moon Is Blue in |The Moon Is Blue| Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine"
1954,"MUSIC (SONG)",False,"SMALL TOWN GIRL","My Flaming Heart in |Small Town Girl| Music by Nicholas Brodszky; Lyrics by Leo Robin"
1954,"MUSIC (SONG)",False,"MISS SADIE THOMPSON","Sadie Thompson's Song (Blue Pacific Blues) in |Miss Sadie Thompson| Music by Lester Lee; Lyrics by Ned Washington"
1954,"MUSIC (SONG)",False,"THE CADDY","That's Amore in |The Caddy| Music by Harry Warren; Lyrics by Jack Brooks"
1954,"BEST MOTION PICTURE",True,"FROM HERE TO ETERNITY","Buddy Adler, Producer"
1954,"BEST MOTION PICTURE",False,"JULIUS CAESAR","John Houseman, Producer"
1954,"BEST MOTION PICTURE",False,"THE ROBE","Frank Ross, Producer"
1954,"BEST MOTION PICTURE",False,"ROMAN HOLIDAY","William Wyler, Producer"
1954,"BEST MOTION PICTURE",False,"SHANE","George Stevens, Producer"
1954,"SHORT SUBJECT (CARTOON)",True,"TOOT, WHISTLE, PLUNK AND BOOM","Walt Disney, Producer"
1954,"SHORT SUBJECT (CARTOON)",False,"CHRISTOPHER CRUMPET","Stephen Bosustow, Producer"
1954,"SHORT SUBJECT (CARTOON)",False,"FROM A TO Z-Z-Z-Z","Edward Selzer, Producer"
1954,"SHORT SUBJECT (CARTOON)",False,"RUGGED BEAR","Walt Disney, Producer"
1954,"SHORT SUBJECT (CARTOON)",False,"THE TELL TALE HEART","Stephen Bosustow, Producer"
1954,"SHORT SUBJECT (ONE-REEL)",True,"THE MERRY WIVES OF WINDSOR OVERTURE","Johnny Green, Producer"
1954,"SHORT SUBJECT (ONE-REEL)",False,"CHRIST AMONG THE PRIMITIVES","Vincenzo Lucci-Chiarissi, Producer"
1954,"SHORT SUBJECT (ONE-REEL)",False,"HERRING HUNT","National Film Board of Canada"
1954,"SHORT SUBJECT (ONE-REEL)",False,"JOY OF LIVING","Boris Vermont, Producer"
1954,"SHORT SUBJECT (ONE-REEL)",False,"WEE WATER WONDERS","Jack Eaton, Producer"
1954,"SHORT SUBJECT (TWO-REEL)",True,"BEAR COUNTRY","Walt Disney, Producer"
1954,"SHORT SUBJECT (TWO-REEL)",False,"BEN AND ME","Walt Disney, Producer"
1954,"SHORT SUBJECT (TWO-REEL)",False,"RETURN TO GLENNASCAUL","Dublin Gate Theatre Productions"
1954,"SHORT SUBJECT (TWO-REEL)",False,"VESUVIUS EXPRESS","Otto Lang, Producer"
1954,"SHORT SUBJECT (TWO-REEL)",False,"WINTER PARADISE","Cedric Francis, Producer"
1954,"SOUND RECORDING",True,"FROM HERE TO ETERNITY","Columbia Studio Sound Department, John P. Livadary, Sound Director"
1954,"SOUND RECORDING",False,"CALAMITY JANE","Warner Bros. Studio Sound Department, William A. Mueller, Sound Director"
1954,"SOUND RECORDING",False,"KNIGHTS OF THE ROUND TABLE","Metro-Goldwyn-Mayer Studio Sound Department, A. W. Watkins, Sound Director"
1954,"SOUND RECORDING",False,"THE MISSISSIPPI GAMBLER","Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
1954,"SOUND RECORDING",False,"THE WAR OF THE WORLDS","Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1954,"WRITING (MOTION PICTURE STORY)",True,"ROMAN HOLIDAY","Dalton Trumbo"
1954,"WRITING (MOTION PICTURE STORY)",False,"ABOVE AND BEYOND","Beirne Lay, Jr."
1954,"WRITING (MOTION PICTURE STORY)",False,"THE CAPTAIN'S PARADISE","Alec Coppel"
1954,"WRITING (MOTION PICTURE STORY)",False,"LITTLE FUGITIVE","Ray Ashley, Morris Engel, Ruth Orkin"
1954,"WRITING (SCREENPLAY)",True,"FROM HERE TO ETERNITY","Daniel Taradash"
1954,"WRITING (SCREENPLAY)",False,"THE CRUEL SEA","Eric Ambler"
1954,"WRITING (SCREENPLAY)",False,"LILI","Helen Deutsch"
1954,"WRITING (SCREENPLAY)",False,"ROMAN HOLIDAY","Ian McLellan Hunter, John Dighton"
1954,"WRITING (SCREENPLAY)",False,"SHANE","A. B. Guthrie, Jr."
1954,"WRITING (STORY AND SCREENPLAY)",True,"TITANIC","Charles Brackett, Walter Reisch, Richard Breen"
1954,"WRITING (STORY AND SCREENPLAY)",False,"THE BAND WAGON","Betty Comden, Adolph Green"
1954,"WRITING (STORY AND SCREENPLAY)",False,"THE DESERT RATS","Richard Murphy"
1954,"WRITING (STORY AND SCREENPLAY)",False,"THE NAKED SPUR","Sam Rolfe, Harold Jack Bloom"
1954,"WRITING (STORY AND SCREENPLAY)",False,"TAKE THE HIGH GROUND","Millard Kaufman"
1955,"ACTOR",True,"MARLON BRANDO","On the Waterfront"
1955,"ACTOR",False,"HUMPHREY BOGART","The Caine Mutiny"
1955,"ACTOR",False,"BING CROSBY","The Country Girl"
1955,"ACTOR",False,"JAMES MASON","A Star Is Born"
1955,"ACTOR",False,"DAN O'HERLIHY","Adventures of Robinson Crusoe"
1955,"ACTOR IN A SUPPORTING ROLE",True,"EDMOND O'BRIEN","The Barefoot Contessa"
1955,"ACTOR IN A SUPPORTING ROLE",False,"LEE J. COBB","On the Waterfront"
1955,"ACTOR IN A SUPPORTING ROLE",False,"KARL MALDEN","On the Waterfront"
1955,"ACTOR IN A SUPPORTING ROLE",False,"ROD STEIGER","On the Waterfront"
1955,"ACTOR IN A SUPPORTING ROLE",False,"TOM TULLY","The Caine Mutiny"
1955,"ACTRESS",True,"GRACE KELLY","The Country Girl"
1955,"ACTRESS",False,"DOROTHY DANDRIDGE","Carmen Jones"
1955,"ACTRESS",False,"JUDY GARLAND","A Star Is Born"
1955,"ACTRESS",False,"AUDREY HEPBURN","Sabrina"
1955,"ACTRESS",False,"JANE WYMAN","Magnificent Obsession"
1955,"ACTRESS IN A SUPPORTING ROLE",True,"EVA MARIE SAINT","On the Waterfront"
1955,"ACTRESS IN A SUPPORTING ROLE",False,"NINA FOCH","Executive Suite"
1955,"ACTRESS IN A SUPPORTING ROLE",False,"KATY JURADO","Broken Lance"
1955,"ACTRESS IN A SUPPORTING ROLE",False,"JAN STERLING","The High and the Mighty"
1955,"ACTRESS IN A SUPPORTING ROLE",False,"CLAIRE TREVOR","The High and the Mighty"
1955,"ART DIRECTION (BLACK-AND-WHITE)",True,"ON THE WATERFRONT","Richard Day"
1955,"ART DIRECTION (BLACK-AND-WHITE)",False,"THE COUNTRY GIRL","Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Grace Gregory"
1955,"ART DIRECTION (BLACK-AND-WHITE)",False,"EXECUTIVE SUITE","Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis, Emile Kuri"
1955,"ART DIRECTION (BLACK-AND-WHITE)",False,"LE PLAISIR","Max Ophuls"
1955,"ART DIRECTION (BLACK-AND-WHITE)",False,"SABRINA","Art Direction: Hal Pereira, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer"
1955,"ART DIRECTION (COLOR)",True,"20,000 LEAGUES UNDER THE SEA","Art Direction: John Meehan; Set Decoration: Emile Kuri"
1955,"ART DIRECTION (COLOR)",False,"BRIGADOON","Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason"
1955,"ART DIRECTION (COLOR)",False,"DESIREE","Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Walter M. Scott, Paul S. Fox"
1955,"ART DIRECTION (COLOR)",False,"RED GARTERS","Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Ray Moyer"
1955,"ART DIRECTION (COLOR)",False,"A STAR IS BORN","Art Direction: Malcolm Bert, Gene Allen, Irene Sharaff; Set Decoration: George James Hopkins"
1955,"CINEMATOGRAPHY (BLACK-AND-WHITE)",True,"ON THE WATERFRONT","Boris Kaufman"
1955,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"THE COUNTRY GIRL","John F. Warren"
1955,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"EXECUTIVE SUITE","George Folsey"
1955,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"ROGUE COP","John Seitz"
1955,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"SABRINA","Charles Lang, Jr."
1955,"CINEMATOGRAPHY (COLOR)",True,"THREE COINS IN THE FOUNTAIN","Milton Krasner"
1955,"CINEMATOGRAPHY (COLOR)",False,"THE EGYPTIAN","Leon Shamroy"
1955,"CINEMATOGRAPHY (COLOR)",False,"REAR WINDOW","Robert Burks"
1955,"CINEMATOGRAPHY (COLOR)",False,"SEVEN BRIDES FOR SEVEN BROTHERS","George Folsey"
1955,"CINEMATOGRAPHY (COLOR)",False,"THE SILVER CHALICE","William V. Skall"
1955,"COSTUME DESIGN (BLACK-AND-WHITE)",True,"SABRINA","Edith Head"
1955,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"THE EARRINGS OF MADAME DE...","Georges Annenkov, Rosine Delamare"
1955,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"EXECUTIVE SUITE","Helen Rose"
1955,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"INDISCRETION OF AN AMERICAN WIFE","Christian Dior"
1955,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"IT SHOULD HAPPEN TO YOU","Jean Louis"
1955,"COSTUME DESIGN (COLOR)",True,"GATE OF HELL","Sanzo Wada"
1955,"COSTUME DESIGN (COLOR)",False,"BRIGADOON","Irene Sharaff"
1955,"COSTUME DESIGN (COLOR)",False,"DESIREE","Desiree"
1955,"COSTUME DESIGN (COLOR)",False,"A STAR IS BORN","Jean Louis, Mary Ann Nyberg, Irene Sharaff"
1955,"COSTUME DESIGN (COLOR)",False,"THERE'S NO BUSINESS LIKE SHOW BUSINESS","Charles LeMaire, Travilla, Miles White"
1955,"DIRECTING",True,"ON THE WATERFRONT","Elia Kazan"
1955,"DIRECTING",False,"THE COUNTRY GIRL","George Seaton"
1955,"DIRECTING",False,"THE HIGH AND THE MIGHTY","William Wellman"
1955,"DIRECTING",False,"REAR WINDOW","Alfred Hitchcock"
1955,"DIRECTING",False,"SABRINA","Billy Wilder"
1955,"DOCUMENTARY (FEATURE)",True,"THE VANISHING PRAIRIE","Walt Disney, Producer"
1955,"DOCUMENTARY (FEATURE)",False,"THE STRATFORD ADVENTURE","Guy Glover, Producer"
1955,"DOCUMENTARY (SHORT SUBJECT)",True,"THURSDAY'S CHILDREN","World Wide Pictures and Morse Films"
1955,"DOCUMENTARY (SHORT SUBJECT)",False,"JET CARRIER","Otto Lang, Producer"
1955,"DOCUMENTARY (SHORT SUBJECT)",False,"REMBRANDT: A SELF-PORTRAIT","Morrie Roizman, Producer"
1955,"FILM EDITING",True,"ON THE WATERFRONT","Gene Milford"
1955,"FILM EDITING",False,"THE CAINE MUTINY","William A. Lyon, Henry Batista"
1955,"FILM EDITING",False,"THE HIGH AND THE MIGHTY","Ralph Dawson"
1955,"FILM EDITING",False,"SEVEN BRIDES FOR SEVEN BROTHERS","Ralph E. Winters"
1955,"FILM EDITING",False,"20,000 LEAGUES UNDER THE SEA","Elmo Williams"
1955,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",True,"THE HIGH AND THE MIGHTY","Dimitri Tiomkin"
1955,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"THE CAINE MUTINY","Max Steiner"
1955,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"GENEVIEVE","Larry Adler"
1955,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"ON THE WATERFRONT","Leonard Bernstein"
1955,"MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE)",False,"THE SILVER CHALICE","Franz Waxman"
1955,"MUSIC (SCORING OF A MUSICAL PICTURE)",True,"SEVEN BRIDES FOR SEVEN BROTHERS","Adolph Deutsch, Saul Chaplin"
1955,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"CARMEN JONES","Herschel Burke Gilbert"
1955,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"THE GLENN MILLER STORY","Joseph Gershenson, Henry Mancini"
1955,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"A STAR IS BORN","Ray Heindorf"
1955,"MUSIC (SCORING OF A MUSICAL PICTURE)",False,"THERE'S NO BUSINESS LIKE SHOW BUSINESS","Alfred Newman, Lionel Newman"
1955,"MUSIC (SONG)",True,"THREE COINS IN THE FOUNTAIN","Three Coins In The Fountain in |Three Coins in the Fountain| Music by Jule Styne; Lyrics by Sammy Cahn"
1955,"MUSIC (SONG)",False,"WHITE CHRISTMAS","Count Your Blessings Instead Of Sheep in |White Christmas| Music and Lyrics by Irving Berlin"
1955,"MUSIC (SONG)",False,"THE HIGH AND THE MIGHTY","The High And The Mighty in |The High and the Mighty| Music by Dimitri Tiomkin; Lyrics by Ned Washington"
1955,"MUSIC (SONG)",False,"SUSAN SLEPT HERE","Hold My Hand in |Susan Slept Here| Music and Lyrics by Jack Lawrence and Richard Myers"
1955,"MUSIC (SONG)",False,"A STAR IS BORN","The Man That Got Away in |A Star Is Born| Music by Harold Arlen; Lyrics by Ira Gershwin"
1955,"BEST MOTION PICTURE",True,"ON THE WATERFRONT","Sam Spiegel, Producer"
1955,"BEST MOTION PICTURE",False,"THE CAINE MUTINY","Stanley Kramer, Producer"
1955,"BEST MOTION PICTURE",False,"THE COUNTRY GIRL","William Perlberg, Producer"
1955,"BEST MOTION PICTURE",False,"SEVEN BRIDES FOR SEVEN BROTHERS","Jack Cummings, Producer"
1955,"BEST MOTION PICTURE",False,"THREE COINS IN THE FOUNTAIN","Sol C. Siegel, Producer"
1955,"SHORT SUBJECT (CARTOON)",True,"WHEN MAGOO FLEW","Stephen Bosustow, Producer"
1955,"SHORT SUBJECT (CARTOON)",False,"CRAZY MIXED UP PUP","Walter Lantz, Producer"
1955,"SHORT SUBJECT (CARTOON)",False,"PIGS IS PIGS","Walt Disney, Producer"
1955,"SHORT SUBJECT (CARTOON)",False,"SANDY CLAWS","Edward Selzer, Producer"
1955,"SHORT SUBJECT (CARTOON)",False,"TOUCHÉ, PUSSY CAT","Fred Quimby, Producer"
1955,"SHORT SUBJECT (ONE-REEL)",True,"THIS MECHANICAL AGE","Robert Youngson, Producer"
1955,"SHORT SUBJECT (ONE-REEL)",False,"THE FIRST PIANO QUARTETTE","Otto Lang, Producer"
1955,"SHORT SUBJECT (ONE-REEL)",False,"THE STRAUSS FANTASY","Johnny Green, Producer"
1955,"SHORT SUBJECT (TWO-REEL)",True,"A TIME OUT OF WAR","Denis Sanders and Terry Sanders, Producers"
1955,"SHORT SUBJECT (TWO-REEL)",False,"BEAUTY AND THE BULL","Cedric Francis, Producer"
1955,"SHORT SUBJECT (TWO-REEL)",False,"JET CARRIER","Otto Lang, Producer"
1955,"SHORT SUBJECT (TWO-REEL)",False,"SIAM","Walt Disney, Producer"
