Year,Type,WinOrLose,Key,Item
1964,"DOCUMENTARY (SHORT SUBJECT)",False,"THE FIVE CITIES OF JUNE","George Stevens, Jr., Producer"
1964,"DOCUMENTARY (SHORT SUBJECT)",False,"THE SPIRIT OF AMERICA","Algernon G. Walker, Producer"
1964,"DOCUMENTARY (SHORT SUBJECT)",False,"THIRTY MILLION LETTERS","Edgar Anstey, Producer"
1964,"DOCUMENTARY (SHORT SUBJECT)",False,"TO LIVE AGAIN","Mel London, Producer"
1964,"FILM EDITING",True,"HOW THE WEST WAS WON","Harold F. Kress"
1964,"FILM EDITING",False,"THE CARDINAL","Louis R. Loeffler"
1964,"FILM EDITING",False,"CLEOPATRA","Dorothy Spencer"
1964,"FILM EDITING",False,"THE GREAT ESCAPE","Ferris Webster"
1964,"FILM EDITING",False,"IT'S A MAD, MAD, MAD, MAD WORLD","Frederic Knudtson, Robert C. Jones, Gene Fowler, Jr."
1964,"FOREIGN LANGUAGE FILM",True,"FEDERICO FELLINI'S 8-1/2","Italy"
1964,"FOREIGN LANGUAGE FILM",False,"KNIFE IN THE WATER","Poland"
1964,"FOREIGN LANGUAGE FILM",False,"LOS TARANTOS","Spain"
1964,"FOREIGN LANGUAGE FILM",False,"THE RED LANTERNS","Greece"
1964,"FOREIGN LANGUAGE FILM",False,"TWIN SISTERS OF KYOTO","Japan"
1964,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",True,"TOM JONES","John Addison"
1964,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"CLEOPATRA","Alex North"
1964,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"55 DAYS AT PEKING","Dimitri Tiomkin"
1964,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"HOW THE WEST WAS WON","Alfred Newman, Ken Darby"
1964,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"IT'S A MAD, MAD, MAD, MAD WORLD","Ernest Gold"
1964,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",True,"IRMA LA DOUCE","Andre Previn"
1964,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"BYE BYE BIRDIE","John Green"
1964,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"A NEW KIND OF LOVE","Leith Stevens"
1964,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"SUNDAYS AND CYBELE","Maurice Jarre"
1964,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"THE SWORD IN THE STONE","George Bruns"
1964,"MUSIC (SONG)",True,"PAPA'S DELICATE CONDITION","Call Me Irresponsible in |Papa's Delicate Condition| Music by James Van Heusen; Lyrics by Sammy Cahn"
1964,"MUSIC (SONG)",False,"CHARADE","Charade in |Charade| Music by Henry Mancini; Lyrics by Johnny Mercer"
1964,"MUSIC (SONG)",False,"IT'S A MAD, MAD, MAD, MAD WORLD","It's A Mad, Mad, Mad, Mad World in |It's a Mad, Mad, Mad, Mad World| Music by Ernest Gold; Lyrics by Mack David"
1964,"MUSIC (SONG)",False,"MONDO CANE","More in |Mondo Cane| Music by Riz Ortolani and Nino Oliviero; Lyrics by Norman Newell"
1964,"MUSIC (SONG)",False,"55 DAYS AT PEKING","So Little Time in |55 Days at Peking| Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster"
1964,"BEST PICTURE",True,"TOM JONES","Tony Richardson, Producer"
1964,"BEST PICTURE",False,"AMERICA AMERICA","Elia Kazan, Producer"
1964,"BEST PICTURE",False,"CLEOPATRA","Walter Wanger, Producer"
1964,"BEST PICTURE",False,"HOW THE WEST WAS WON","Bernard Smith, Producer"
1964,"BEST PICTURE",False,"LILIES OF THE FIELD","Ralph Nelson, Producer"
1964,"SHORT SUBJECT (CARTOON)",True,"THE CRITIC","Ernest Pintoff, Producer"
1964,"SHORT SUBJECT (CARTOON)",False,"AUTOMANIA 2000","John Halas, Producer"
1964,"SHORT SUBJECT (CARTOON)",False,"THE GAME (IGRA)","Dusan Vukotic, Producer"
1964,"SHORT SUBJECT (CARTOON)",False,"MY FINANCIAL CAREER","Colin Low and Tom Daly, Producers"
1964,"SHORT SUBJECT (CARTOON)",False,"PIANISSIMO","Carmen D'Avino, Producer"
1964,"SHORT SUBJECT (LIVE ACTION)",True,"AN OCCURRENCE AT OWL CREEK BRIDGE","Paul de Roubaix and Marcel Ichac, Producers"
1964,"SHORT SUBJECT (LIVE ACTION)",False,"THE CONCERT","Ezra Baker, Producer"
1964,"SHORT SUBJECT (LIVE ACTION)",False,"HOME-MADE CAR","James Hill, Producer"
1964,"SHORT SUBJECT (LIVE ACTION)",False,"SIX-SIDED TRIANGLE","Christopher Miles, Producer"
1964,"SHORT SUBJECT (LIVE ACTION)",False,"THAT'S ME","Walker Stuart, Producer"
1964,"SOUND",True,"HOW THE WEST WAS WON","Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director"
1964,"SOUND",False,"BYE BYE BIRDIE","Columbia Studio Sound Department, Charles Rice, Sound Director"
1964,"SOUND",False,"CAPTAIN NEWMAN, M.D.","Universal City Studio Sound Department, Waldon O. Watson, Sound Director"
1964,"SOUND",False,"CLEOPATRA","20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director"
1964,"SOUND",False,"IT'S A MAD, MAD, MAD, MAD WORLD","Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director"
1964,"SOUND EFFECTS",True,"IT'S A MAD, MAD, MAD, MAD WORLD","Walter G. Elliott"
1964,"SOUND EFFECTS",False,"A GATHERING OF EAGLES","Robert L. Bratton"
1964,"SPECIAL EFFECTS",True,"CLEOPATRA","Emil Kosa, Jr."
1964,"SPECIAL EFFECTS",False,"THE BIRDS","Ub Iwerks"
1964,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",True,"TOM JONES","John Osborne"
1964,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"CAPTAIN NEWMAN, M.D.","Richard L. Breen, Phoebe Ephron, Henry Ephron"
1964,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"HUD","Irving Ravetch, Harriet Frank, Jr."
1964,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"LILIES OF THE FIELD","James Poe"
1964,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"SUNDAYS AND CYBELE","Serge Bourguignon, Antoine Tudal"
1964,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",True,"HOW THE WEST WAS WON","James R. Webb"
1964,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"AMERICA AMERICA","Elia Kazan"
1964,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"FEDERICO FELLINI'S 8-1/2","Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi"
1964,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"THE FOUR DAYS OF NAPLES","Story by Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy, Vasco Pratolini; Screenplay by Carlo Bernari, Pasquale Festa Campanile, Massimo Franciosa, Nanni Loy"
1964,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"LOVE WITH THE PROPER STRANGER","Arnold Schulman"
1965,"ACTOR",True,"REX HARRISON","My Fair Lady"
1965,"ACTOR",False,"RICHARD BURTON","Becket"
1965,"ACTOR",False,"PETER O'TOOLE","Becket"
1965,"ACTOR",False,"ANTHONY QUINN","Zorba the Greek"
1965,"ACTOR",False,"PETER SELLERS","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"
1965,"ACTOR IN A SUPPORTING ROLE",True,"PETER USTINOV","Topkapi"
1965,"ACTOR IN A SUPPORTING ROLE",False,"JOHN GIELGUD","Becket"
1965,"ACTOR IN A SUPPORTING ROLE",False,"STANLEY HOLLOWAY","My Fair Lady"
1965,"ACTOR IN A SUPPORTING ROLE",False,"EDMOND O'BRIEN","Seven Days in May"
1965,"ACTOR IN A SUPPORTING ROLE",False,"LEE TRACY","The Best Man"
1965,"ACTRESS",True,"JULIE ANDREWS","Mary Poppins"
1965,"ACTRESS",False,"ANNE BANCROFT","The Pumpkin Eater"
1965,"ACTRESS",False,"SOPHIA LOREN","Marriage Italian Style"
1965,"ACTRESS",False,"DEBBIE REYNOLDS","The Unsinkable Molly Brown"
1965,"ACTRESS",False,"KIM STANLEY","Seance on a Wet Afternoon"
1965,"ACTRESS IN A SUPPORTING ROLE",True,"LILA KEDROVA","Zorba the Greek"
1965,"ACTRESS IN A SUPPORTING ROLE",False,"GLADYS COOPER","My Fair Lady"
1965,"ACTRESS IN A SUPPORTING ROLE",False,"DAME EDITH EVANS","The Chalk Garden"
1965,"ACTRESS IN A SUPPORTING ROLE",False,"GRAYSON HALL","The Night of the Iguana"
1965,"ACTRESS IN A SUPPORTING ROLE",False,"AGNES MOOREHEAD","Hush...Hush, Sweet Charlotte"
1965,"ART DIRECTION (BLACK-AND-WHITE)",True,"ZORBA THE GREEK","Vassilis Fotopoulos"
1965,"ART DIRECTION (BLACK-AND-WHITE)",False,"THE AMERICANIZATION OF EMILY","Art Direction: George W. Davis, Hans Peters, Elliot Scott; Set Decoration: Henry Grace, Robert R. Benton"
1965,"ART DIRECTION (BLACK-AND-WHITE)",False,"HUSH...HUSH, SWEET CHARLOTTE","Art Direction: William Glasgow; Set Decoration: Raphael Bretton"
1965,"ART DIRECTION (BLACK-AND-WHITE)",False,"THE NIGHT OF THE IGUANA","Stephen Grimes"
1965,"ART DIRECTION (BLACK-AND-WHITE)",False,"SEVEN DAYS IN MAY","Art Direction: Cary Odell; Set Decoration: Edward G. Boyle"
1965,"ART DIRECTION (COLOR)",True,"MY FAIR LADY","Art Direction: Gene Allen, Cecil Beaton; Set Decoration: George James Hopkins"
1965,"ART DIRECTION (COLOR)",False,"BECKET","Art Direction: John Bryan, Maurice Carter; Set Decoration: Patrick McLoughlin, Robert Cartwright"
1965,"ART DIRECTION (COLOR)",False,"MARY POPPINS","Art Direction: Carroll Clark, William H. Tuntke; Set Decoration: Emile Kuri, Hal Gausman"
1965,"ART DIRECTION (COLOR)",False,"THE UNSINKABLE MOLLY BROWN","Art Direction: George W. Davis, Preston Ames; Set Decoration: Henry Grace, Hugh Hunt"
1965,"ART DIRECTION (COLOR)",False,"WHAT A WAY TO GO!","Art Direction: Jack Martin Smith, Ted Haworth; Set Decoration: Walter M. Scott, Stuart A. Reiss"
1965,"CINEMATOGRAPHY (BLACK-AND-WHITE)",True,"ZORBA THE GREEK","Walter Lassally"
1965,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"THE AMERICANIZATION OF EMILY","Philip H. Lathrop"
1965,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"FATE IS THE HUNTER","Milton Krasner"
1965,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"HUSH...HUSH, SWEET CHARLOTTE","Joseph Biroc"
1965,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"THE NIGHT OF THE IGUANA","Gabriel Figueroa"
1965,"CINEMATOGRAPHY (COLOR)",True,"MY FAIR LADY","Harry Stradling"
1965,"CINEMATOGRAPHY (COLOR)",False,"BECKET","Geoffrey Unsworth"
1965,"CINEMATOGRAPHY (COLOR)",False,"CHEYENNE AUTUMN","William H. Clothier"
1965,"CINEMATOGRAPHY (COLOR)",False,"MARY POPPINS","Edward Colman"
1965,"CINEMATOGRAPHY (COLOR)",False,"THE UNSINKABLE MOLLY BROWN","Daniel L. Fapp"
1965,"COSTUME DESIGN (BLACK-AND-WHITE)",True,"THE NIGHT OF THE IGUANA","Dorothy Jeakins"
1965,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"A HOUSE IS NOT A HOME","Edith Head"
1965,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"HUSH...HUSH, SWEET CHARLOTTE","Norma Koch"
1965,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"KISSES FOR MY PRESIDENT","Howard Shoup"
1965,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"THE VISIT","|The Visit| René Hubert"
1965,"COSTUME DESIGN (COLOR)",True,"MY FAIR LADY","Cecil Beaton"
1965,"COSTUME DESIGN (COLOR)",False,"BECKET","Margaret Furse"
1965,"COSTUME DESIGN (COLOR)",False,"MARY POPPINS","Tony Walton"
1965,"COSTUME DESIGN (COLOR)",False,"THE UNSINKABLE MOLLY BROWN","Morton Haack"
1965,"COSTUME DESIGN (COLOR)",False,"WHAT A WAY TO GO!","Edith Head, Moss Mabry"
1965,"DIRECTING",True,"MY FAIR LADY","George Cukor"
1965,"DIRECTING",False,"BECKET","Peter Glenville"
1965,"DIRECTING",False,"DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB","Stanley Kubrick"
1965,"DIRECTING",False,"MARY POPPINS","Robert Stevenson"
1965,"DIRECTING",False,"ZORBA THE GREEK","Michael Cacoyannis"
1965,"DOCUMENTARY (FEATURE)",True,"JACQUES-YVES COUSTEAU'S WORLD WITHOUT SUN","Jacques-Yves Cousteau, Producer"
1965,"DOCUMENTARY (FEATURE)",False,"THE FINEST HOURS","Jack Le Vien, Producer"
1965,"DOCUMENTARY (FEATURE)",False,"FOUR DAYS IN NOVEMBER","Mel Stuart, Producer"
1965,"DOCUMENTARY (FEATURE)",False,"THE HUMAN DUTCH","Bert Haanstra, Producer"
1965,"DOCUMENTARY (FEATURE)",False,"OVER THERE, 1914-18","Jean Aurel, Producer"
1965,"DOCUMENTARY (SHORT SUBJECT)",True,"NINE FROM LITTLE ROCK","Charles Guggenheim, Producer"
1965,"DOCUMENTARY (SHORT SUBJECT)",False,"BREAKING THE HABIT","Henry Jacobs and John Korty, Producers"
1965,"DOCUMENTARY (SHORT SUBJECT)",False,"CHILDREN WITHOUT","Charles Guggenheim, Producer"
1965,"DOCUMENTARY (SHORT SUBJECT)",False,"KENOJUAK","National Film Board of Canada"
1965,"DOCUMENTARY (SHORT SUBJECT)",False,"140 DAYS UNDER THE WORLD","Geoffrey Scott and Oxley Hughan, Producers"
1965,"FILM EDITING",True,"MARY POPPINS","Cotton Warburton"
1965,"FILM EDITING",False,"BECKET","Anne Coates"
1965,"FILM EDITING",False,"FATHER GOOSE","Ted J. Kent"
1965,"FILM EDITING",False,"HUSH...HUSH, SWEET CHARLOTTE","Michael Luciano"
1965,"FILM EDITING",False,"MY FAIR LADY","William Ziegler"
1965,"FOREIGN LANGUAGE FILM",True,"YESTERDAY, TODAY AND TOMORROW","Italy"
1965,"FOREIGN LANGUAGE FILM",False,"RAVEN'S END","Sweden"
1965,"FOREIGN LANGUAGE FILM",False,"SALLAH","Israel"
1965,"FOREIGN LANGUAGE FILM",False,"THE UMBRELLAS OF CHERBOURG","France"
1965,"FOREIGN LANGUAGE FILM",False,"WOMAN IN THE DUNES","Japan"
1965,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",True,"MARY POPPINS","Richard M. Sherman, Robert B. Sherman"
1965,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"BECKET","Laurence Rosenthal"
1965,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"THE FALL OF THE ROMAN EMPIRE","Dimitri Tiomkin"
1965,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"HUSH...HUSH, SWEET CHARLOTTE","Frank DeVol"
1965,"MUSIC (MUSIC SCORE--SUBSTANTIALLY ORIGINAL)",False,"THE PINK PANTHER","Henry Mancini"
1965,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",True,"MY FAIR LADY","Andre Previn"
1965,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"A HARD DAY'S NIGHT","George Martin"
1965,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"MARY POPPINS","Irwin Kostal"
1965,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"ROBIN AND THE 7 HOODS","Nelson Riddle"
1965,"MUSIC (SCORING OF MUSIC--ADAPTATION OR TREATMENT)",False,"THE UNSINKABLE MOLLY BROWN","Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken"
1965,"MUSIC (SONG)",True,"MARY POPPINS","Chim Chim Cher-ee in |Mary Poppins| Music and Lyrics by Richard M. Sherman and Robert B. Sherman"
1965,"MUSIC (SONG)",False,"DEAR HEART","Dear Heart in |Dear Heart| Music by Henry Mancini; Lyrics by Jay Livingston and Ray Evans"
1965,"MUSIC (SONG)",False,"HUSH...HUSH, SWEET CHARLOTTE","Hush...Hush, Sweet Charlotte in |Hush...Hush, Sweet Charlotte| Music by Frank DeVol; Lyrics by Mack David"
1965,"MUSIC (SONG)",False,"ROBIN AND THE 7 HOODS","My Kind Of Town in |Robin and the 7 Hoods| Music by James Van Heusen; Lyrics by Sammy Cahn"
1965,"MUSIC (SONG)",False,"WHERE LOVE HAS GONE","Where Love Has Gone in |Where Love Has Gone| Music by James Van Heusen; Lyrics by Sammy Cahn"
1965,"BEST PICTURE",True,"MY FAIR LADY","Jack L. Warner, Producer"
1965,"BEST PICTURE",False,"BECKET","Hal B. Wallis, Producer"
1965,"BEST PICTURE",False,"DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB","Stanley Kubrick, Producer"
1965,"BEST PICTURE",False,"MARY POPPINS","Walt Disney and Bill Walsh, Producers"
1965,"BEST PICTURE",False,"ZORBA THE GREEK","Michael Cacoyannis, Producer"
1965,"SHORT SUBJECT (CARTOON)",True,"THE PINK PHINK","David H. DePatie and Friz Freleng, Producers"
1965,"SHORT SUBJECT (CARTOON)",False,"CHRISTMAS CRACKER","National Film Board of Canada"
1965,"SHORT SUBJECT (CARTOON)",False,"HOW TO AVOID FRIENDSHIP","William L. Snyder, Producer"
1965,"SHORT SUBJECT (CARTOON)",False,"NUDNIK #2","William L. Snyder, Producer"
1965,"SHORT SUBJECT (LIVE ACTION)",True,"CASALS CONDUCTS: 1964","Edward Schreiber, Producer"
1965,"SHORT SUBJECT (LIVE ACTION)",False,"HELP! MY SNOWMAN'S BURNING DOWN","Carson Davidson, Producer"
1965,"SHORT SUBJECT (LIVE ACTION)",False,"THE LEGEND OF JIMMY BLUE EYES","Robert Clouse, Producer"
1965,"SOUND",True,"MY FAIR LADY","Warner Bros. Studio Sound Department, George R. Groves, Sound Director"
1965,"SOUND",False,"BECKET","Shepperton Studio Sound Department, John Cox, Sound Director"
1965,"SOUND",False,"FATHER GOOSE","Universal City Studio Sound Department, Waldon O. Watson, Sound Director"
1965,"SOUND",False,"MARY POPPINS","Walt Disney Studio Sound Department, Robert O. Cook, Sound Director"
1965,"SOUND",False,"THE UNSINKABLE MOLLY BROWN","Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director"
1965,"SOUND EFFECTS",True,"GOLDFINGER","Norman Wanstall"
1965,"SOUND EFFECTS",False,"THE LIVELY SET","Robert L. Bratton"
1965,"SPECIAL VISUAL EFFECTS",True,"MARY POPPINS","Peter Ellenshaw, Eustace Lycett, Hamilton Luske"
1965,"SPECIAL VISUAL EFFECTS",False,"7 FACES OF DR. LAO","Jim Danforth"
1965,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",True,"BECKET","Edward Anhalt"
1965,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB","Stanley Kubrick, Peter George, Terry Southern"
1965,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"MARY POPPINS","Bill Walsh, Don DaGradi"
1965,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"MY FAIR LADY","Alan Jay Lerner"
1965,"WRITING (SCREENPLAY--BASED ON MATERIAL FROM ANOTHER MEDIUM)",False,"ZORBA THE GREEK","Michael Cacoyannis"
1965,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",True,"FATHER GOOSE","Story by S. H. Barnett; Screenplay by Peter Stone, Frank Tarloff"
1965,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"A HARD DAY'S NIGHT","Alun Owen"
1965,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"ONE POTATO, TWO POTATO","Story by Orville H. Hampton; Screenplay by Raphael Hayes, Orville H. Hampton"
1965,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"THE ORGANIZER","Age, Scarpelli, Mario Monicelli"
1965,"WRITING (STORY AND SCREENPLAY--WRITTEN DIRECTLY FOR THE SCREEN)",False,"THAT MAN FROM RIO","Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca"
1966,"ACTOR",True,"LEE MARVIN","Cat Ballou"
1966,"ACTOR",False,"RICHARD BURTON","The Spy Who Came In from the Cold"
1966,"ACTOR",False,"LAURENCE OLIVIER","Othello"
1966,"ACTOR",False,"ROD STEIGER","The Pawnbroker"
1966,"ACTOR",False,"OSKAR WERNER","Ship of Fools"
1966,"ACTOR IN A SUPPORTING ROLE",True,"MARTIN BALSAM","A Thousand Clowns"
1966,"ACTOR IN A SUPPORTING ROLE",False,"IAN BANNEN","The Flight of the Phoenix"
1966,"ACTOR IN A SUPPORTING ROLE",False,"TOM COURTENAY","Doctor Zhivago"
1966,"ACTOR IN A SUPPORTING ROLE",False,"MICHAEL DUNN","Ship of Fools"
1966,"ACTOR IN A SUPPORTING ROLE",False,"FRANK FINLAY","Othello"
1966,"ACTRESS",True,"JULIE CHRISTIE","Darling"
1966,"ACTRESS",False,"JULIE ANDREWS","The Sound of Music"
1966,"ACTRESS",False,"SAMANTHA EGGAR","The Collector"
1966,"ACTRESS",False,"ELIZABETH HARTMAN","A Patch of Blue"
1966,"ACTRESS",False,"SIMONE SIGNORET","Ship of Fools"
1966,"ACTRESS IN A SUPPORTING ROLE",True,"SHELLEY WINTERS","A Patch of Blue"
1966,"ACTRESS IN A SUPPORTING ROLE",False,"RUTH GORDON","Inside Daisy Clover"
1966,"ACTRESS IN A SUPPORTING ROLE",False,"JOYCE REDMAN","Othello"
1966,"ACTRESS IN A SUPPORTING ROLE",False,"MAGGIE SMITH","Othello"
1966,"ACTRESS IN A SUPPORTING ROLE",False,"PEGGY WOOD","The Sound of Music"
1966,"ART DIRECTION (BLACK-AND-WHITE)",True,"SHIP OF FOOLS","Art Direction: Robert Clatworthy; Set Decoration: Joseph Kish"
1966,"ART DIRECTION (BLACK-AND-WHITE)",False,"KING RAT","Art Direction: Robert Emmet Smith; Set Decoration: Frank Tuttle"
1966,"ART DIRECTION (BLACK-AND-WHITE)",False,"A PATCH OF BLUE","Art Direction: George W. Davis, Urie McCleary; Set Decoration: Henry Grace, Charles S. Thompson"
1966,"ART DIRECTION (BLACK-AND-WHITE)",False,"THE SLENDER THREAD","Art Direction: Hal Pereira, Jack Poplin; Set Decoration: Robert Benton, Joseph Kish"
1966,"ART DIRECTION (BLACK-AND-WHITE)",False,"THE SPY WHO CAME IN FROM THE COLD","Art Direction: Hal Pereira, Tambi Larsen, Edward Marshall; Set Decoration: Josie MacAvin"
1966,"ART DIRECTION (COLOR)",True,"DOCTOR ZHIVAGO","Art Direction: John Box, Terry Marsh; Set Decoration: Dario Simoni"
1966,"ART DIRECTION (COLOR)",False,"THE AGONY AND THE ECSTASY","Art Direction: John DeCuir, Jack Martin Smith; Set Decoration: Dario Simoni"
1966,"ART DIRECTION (COLOR)",False,"THE GREATEST STORY EVER TOLD","Art Direction: Richard Day, William Creber, David Hall; Set Decoration: Ray Moyer, Fred MacLean, Norman Rockett"
1966,"ART DIRECTION (COLOR)",False,"INSIDE DAISY CLOVER","Art Direction: Robert Clatworthy; Set Decoration: George James Hopkins"
1966,"ART DIRECTION (COLOR)",False,"THE SOUND OF MUSIC","Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Ruby Levitt"
1966,"CINEMATOGRAPHY (BLACK-AND-WHITE)",True,"SHIP OF FOOLS","Ernest Laszlo"
1966,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"IN HARM'S WAY","Loyal Griggs"
1966,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"KING RAT","Burnett Guffey"
1966,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"MORITURI","Conrad Hall"
1966,"CINEMATOGRAPHY (BLACK-AND-WHITE)",False,"A PATCH OF BLUE","Robert Burks"
1966,"CINEMATOGRAPHY (COLOR)",True,"DOCTOR ZHIVAGO","Freddie Young"
1966,"CINEMATOGRAPHY (COLOR)",False,"THE AGONY AND THE ECSTASY","Leon Shamroy"
1966,"CINEMATOGRAPHY (COLOR)",False,"THE GREAT RACE","Russell Harlan"
1966,"CINEMATOGRAPHY (COLOR)",False,"THE GREATEST STORY EVER TOLD","William C. Mellor, Loyal Griggs"
1966,"CINEMATOGRAPHY (COLOR)",False,"THE SOUND OF MUSIC","Ted McCord"
1966,"COSTUME DESIGN (BLACK-AND-WHITE)",True,"DARLING","Julie Harris"
1966,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"MORITURI","Moss Mabry"
1966,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"A RAGE TO LIVE","Howard Shoup"
1966,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"SHIP OF FOOLS","Bill Thomas, Jean Louis"
1966,"COSTUME DESIGN (BLACK-AND-WHITE)",False,"THE SLENDER THREAD","Edith Head"
1966,"COSTUME DESIGN (COLOR)",True,"DOCTOR ZHIVAGO","Phyllis Dalton"
1966,"COSTUME DESIGN (COLOR)",False,"THE AGONY AND THE ECSTASY","Vittorio Nino Novarese"
1966,"COSTUME DESIGN (COLOR)",False,"THE GREATEST STORY EVER TOLD","Vittorio Nino Novarese, Marjorie Best"
1966,"COSTUME DESIGN (COLOR)",False,"INSIDE DAISY CLOVER","Edith Head, Bill Thomas"
1966,"COSTUME DESIGN (COLOR)",False,"THE SOUND OF MUSIC","Dorothy Jeakins"
1966,"DIRECTING",True,"THE SOUND OF MUSIC","Robert Wise"
1966,"DIRECTING",False,"THE COLLECTOR","William Wyler"
1966,"DIRECTING",False,"DARLING","John Schlesinger"
1966,"DIRECTING",False,"DOCTOR ZHIVAGO","David Lean"
1966,"DIRECTING",False,"WOMAN IN THE DUNES","Hiroshi Teshigahara"
1966,"DOCUMENTARY (FEATURE)",True,"THE ELEANOR ROOSEVELT STORY","Sidney Glazier, Producer"
1966,"DOCUMENTARY (FEATURE)",False,"THE BATTLE OF THE BULGE...THE BRAVE RIFLES","Laurence E. Mascott, Producer"
1966,"DOCUMENTARY (FEATURE)",False,"THE FORTH ROAD BRIDGE","Peter Mills, Producer"
1966,"DOCUMENTARY (FEATURE)",False,"LET MY PEOPLE GO","Marshall Flaum, Producer"
1966,"DOCUMENTARY (FEATURE)",False,"TO DIE IN MADRID","To Die in Madrid"
1966,"DOCUMENTARY (SHORT SUBJECT)",True,"TO BE ALIVE!","Francis Thompson, Producer"
