Year,Type,Content,Title,Description,Youtube,Url
1949,"BEST PICTURE","Hamlet","presented by Ethel Barrymore","https://www.youtube.com/watch?v=mHgf2QJiT9I","https://www.oscars.org/vef/load/bb17a03d685aff2ba53653eaa496d99e?width=640&height=365&iframe=true"
1949,"SPECIAL EFFECTS","Portrait of Jennie","presented by Glenn Ford","https://www.youtube.com/watch?v=ZJOJIme--NU","https://www.oscars.org/vef/load/7a1b6d27ea0540879bbcb611e7e5751e?width=640&height=365&iframe=true"
1949,"Walter Huston and John Huston","Walter Huston and John Huston","Supporting Actor and Directing winners for The Treasure of the Sierra Madre","","https://www.oscars.org/sites/oscars/files/1948_03_supporting_director_huston.jpg"
1949,"Dorothy Jeakins","Dorothy Jeakins","Costume Design winner for Joan of Arc","","https://www.oscars.org/sites/oscars/files/1948_view_costume_Jeakins.jpg"
1949,"Claire Trevor","Claire Trevor","Supporting Actress winner for Key Largo, with presenter Edmund Gwenn","","https://www.oscars.org/sites/oscars/files/1948_supporting_claire_trevor.jpg"
1949,,,,,,https://www.oscars.org/sites/oscars/files/styles/hero_image_wide_default/public/21_memorable_moment_2.jpg?itok=UJnrclYh
1950,"SUPPORTING ACTOR","Twelve O&#039;Clock High","Dean Jagger","https://www.youtube.com/watch?v=OdQM96vQ34M","https://www.oscars.org/vef/load/7212272f8265faa244dddf30cbb5e7b1?width=640&height=365&iframe=true"
1950,"SPECIAL EFFECTS","Mighty Joe Young","Willis O&#039;Brien","https://www.youtube.com/watch?v=svr4giOnmos","https://www.oscars.org/vef/load/c70f5d7516635cfbd258529ab43dbfbc?width=640&height=365&iframe=true"
1950,"BEST ACTOR","All the King&#039;s Men","Broderick Crawford","https://www.youtube.com/watch?v=jB50_IRUbhM","https://www.oscars.org/vef/load/5e73b6acddb251ec0a4e1083ecb6a850?width=640&height=365&iframe=true"
1950,"Exterior of the Pantages Theater","Exterior of the Pantages Theater","Outside the Academy Awards","","https://www.oscars.org/sites/oscars/files/1949_iconic_pantages.jpg"
1950,"Joseph L. Mankiewicz","Joseph L. Mankiewicz","Original Screenplay winner for A Letter to Three Wives, with wife Rose Stradner","","https://www.oscars.org/sites/oscars/files/1949_02_writing_mankiewicz.jpg"
1950,"Olivia de Havilland","Olivia de Havilland","Best Actress winner for The Heiress","","https://www.oscars.org/sites/oscars/files/22nd_actress_olivia_de_havilland.jpg"
1950,,,,,,https://www.oscars.org/sites/oscars/files/styles/hero_image_wide_default/public/22_memorable_moment_2.jpg?itok=kKREWMDQ
1951,"SOUND RECORDING","All about Eve","Thomas T. Moulton, presented by Marilyn Monroe","https://www.youtube.com/watch?v=n2V-u9pBjQg","https://www.oscars.org/vef/load/0f4342122465ca9f338e53e75f01d9fa?width=640&height=365&iframe=true"
1951,"SUPPORTING ACTOR","All about Eve","George Sanders, presented by Mercedes McCambridge","https://www.youtube.com/watch?v=X5pDYpFtq4U","https://www.oscars.org/vef/load/cb5c95ab4b964f2d88f27a58818e9f1b?width=640&height=365&iframe=true"
1951,"HONORARY AWARD","","Louis B. Mayer, presented by Darryl F. Zanuck","https://www.youtube.com/watch?v=BD8lHoiVnbU","https://www.oscars.org/vef/load/e8ff32e8de79f6cc922b1e019aa6c08e?width=640&height=365&iframe=true"
